region	tags	indicator	Всего / 3	Из графы 3 прошли за последние три года: / повышение квалифика-ции и (или) профессио-нальную перепод-готовку / 4	Из графы 3 прошли за последние три года: / из них: / по профилю педагогиче-ской деятельнос-ти / 5	Из графы 3 прошли за последние три года: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий / 6	Из графы 3 прошли за последние три года: / из них: / в форме стажировки / 7	Из графы 3 прошли за последние три года: / в том числе (из гр. 7) в ведущих российских и зарубежных университе- тах и научных центрах / 8	Из графы 3 прошли за последние три года: / из них (из гр. 8) в зарубежных университе-тах и научных центрах / 9	Из граф 4-8 прошли в предыдущем учебном году: / повышение квалифика- ции и (или) профессио-нальную перепод-готовку (из гр. 4) / 10	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по профилю педагогиче- ской деятельнос-ти (из гр. 5) / 11	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий (из гр. 6) / 12	Из граф 4-8 прошли в предыдущем учебном году: / из них: / в форме стажировки (из гр. 7) / 13	Из граф 4-8 прошли в предыдущем учебном году: / в том числе (из гр. 8) в ведущих российских и зарубежных университе- тах и научных центрах / 14	Из граф 4-8 прошли в предыдущем учебном году: / из них (из гр. 9) в зарубежных университе-тах и научных центрах / 15
Рязанская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	12.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	старшие преподаватели / 14	311.0	281.0	117.0	210.0	4.0	0.0	0.0	134.0	52.0	43.0	0.0	0.0	0.0
Рязанская область	персонал; Государственные, Муниципальные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	Инженерно-технический персонал / 19	6.0	3.0	1.0	3.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	Научные работники / 18	3.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	Педагогические работники - всего (сумма строк 07,17): / 06	53.0	40.0	31.0	21.0	0.0	0.0	0.0	24.0	13.0	19.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	Руководящий персонал - всего / 01	10.0	7.0	6.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	Учебно-вспомогательный персонал / 20	25.0	19.0	4.0	17.0	0.0	0.0	0.0	17.0	0.0	17.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	ассистенты / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	в том числе: деканы факультетов / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	в том числе: профессорско-преподавательский  состав - всего: / 07	53.0	40.0	31.0	21.0	0.0	0.0	0.0	24.0	13.0	19.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	директор филиала / 05	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	директора институтов / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	доценты / 13	33.0	26.0	22.0	14.0	0.0	0.0	0.0	18.0	9.0	13.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	заведующие кафедрами / 10	5.0	5.0	5.0	4.0	0.0	0.0	0.0	4.0	3.0	4.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	из них:  ректор / 02	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	53.0	40.0	31.0	21.0	0.0	0.0	0.0	24.0	13.0	19.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	иные педагогические работники / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	президент / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	преподаватели / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	проректоры / 04	6.0	4.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	профессора / 12	7.0	7.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	специалисты по базам данных и сетям / 24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	старшие преподаватели / 14	8.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
Рязанская область	персонал; Частные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 19	837.0	149.0	30.0	115.0	0.0	0.0	0.0	76.0	11.0	24.0	0.0	0.0	0.0
Самарская область	персонал; Государственные, Муниципальные	Научные работники / 18	275.0	82.0	42.0	51.0	0.0	0.0	0.0	37.0	22.0	10.0	0.0	0.0	0.0
Самарская область	персонал; Государственные, Муниципальные	Педагогические работники - всего (сумма строк 07,17): / 06	4268.0	3891.0	2721.0	2958.0	113.0	13.0	0.0	2732.0	1301.0	703.0	8.0	2.0	0.0
Самарская область	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	935.0	292.0	199.0	167.0	2.0	2.0	0.0	159.0	75.0	23.0	1.0	1.0	0.0
Самарская область	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	359.0	72.0	6.0	65.0	0.0	0.0	0.0	26.0	1.0	19.0	0.0	0.0	0.0
Самарская область	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	1960.0	435.0	242.0	249.0	0.0	0.0	0.0	307.0	91.0	100.0	0.0	0.0	0.0
Самарская область	персонал; Государственные, Муниципальные	ассистенты / 16	157.0	127.0	110.0	101.0	0.0	0.0	0.0	113.0	51.0	59.0	0.0	0.0	0.0
Самарская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	76.0	31.0	5.0	28.0	0.0	0.0	0.0	14.0	1.0	10.0	0.0	0.0	0.0
Самарская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	45.0	41.0	34.0	34.0	5.0	2.0	0.0	28.0	20.0	8.0	0.0	0.0	0.0
Самарская область	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	4099.0	3838.0	2678.0	2926.0	105.0	12.0	0.0	2698.0	1274.0	689.0	7.0	2.0	0.0
