region	tags	indicator	Всего / 3	Из графы 3 прошли за последние три года: / повышение квалифика-ции и (или) профессио-нальную перепод-готовку / 4	Из графы 3 прошли за последние три года: / из них: / по профилю педагогиче-ской деятельнос-ти / 5	Из графы 3 прошли за последние три года: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий / 6	Из графы 3 прошли за последние три года: / из них: / в форме стажировки / 7	Из графы 3 прошли за последние три года: / в том числе (из гр. 7) в ведущих российских и зарубежных университе- тах и научных центрах / 8	Из графы 3 прошли за последние три года: / из них (из гр. 8) в зарубежных университе-тах и научных центрах / 9	Из граф 4-8 прошли в предыдущем учебном году: / повышение квалифика- ции и (или) профессио-нальную перепод-готовку (из гр. 4) / 10	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по профилю педагогиче- ской деятельнос-ти (из гр. 5) / 11	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий (из гр. 6) / 12	Из граф 4-8 прошли в предыдущем учебном году: / из них: / в форме стажировки (из гр. 7) / 13	Из граф 4-8 прошли в предыдущем учебном году: / в том числе (из гр. 8) в ведущих российских и зарубежных университе- тах и научных центрах / 14	Из граф 4-8 прошли в предыдущем учебном году: / из них (из гр. 9) в зарубежных университе-тах и научных центрах / 15
Республика Карелия	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	58.0	50.0	6.0	12.0	0.0	0.0	0.0	25.0	6.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	38.0	7.0	0.0	4.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	250.0	37.0	0.0	10.0	17.0	17.0	0.0	16.0	0.0	5.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	ассистенты / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	4.0	4.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	2.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	697.0	680.0	124.0	473.0	40.0	40.0	13.0	533.0	104.0	174.0	13.0	13.0	13.0
Республика Карелия	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	директор филиала / 05	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	директора институтов / 11	11.0	11.0	1.0	9.0	1.0	1.0	0.0	6.0	1.0	3.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	доценты / 13	365.0	361.0	61.0	239.0	22.0	22.0	7.0	260.0	51.0	97.0	7.0	7.0	7.0
Республика Карелия	персонал; Государственные, Муниципальные	заведующие кафедрами / 10	49.0	49.0	8.0	31.0	5.0	5.0	2.0	48.0	5.0	10.0	2.0	2.0	2.0
Республика Карелия	персонал; Государственные, Муниципальные	из них:  ректор / 02	2.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	697.0	680.0	124.0	473.0	40.0	40.0	13.0	533.0	104.0	174.0	13.0	13.0	13.0
Республика Карелия	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	инженеры-электроники / 25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	иные педагогические работники / 17	27.0	11.0	11.0	2.0	0.0	0.0	0.0	11.0	11.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	президент / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	преподаватели / 15	39.0	35.0	5.0	23.0	3.0	3.0	1.0	35.0	4.0	12.0	1.0	1.0	1.0
Республика Карелия	персонал; Государственные, Муниципальные	проректоры / 04	7.0	7.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	профессора / 12	87.0	84.0	24.0	68.0	2.0	2.0	0.0	49.0	21.0	16.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	24.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	старшие преподаватели / 14	144.0	138.0	24.0	101.0	7.0	7.0	3.0	134.0	21.0	36.0	3.0	3.0	3.0
Республика Карелия	персонал; Государственные, Муниципальные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 19	96.0	37.0	10.0	16.0	0.0	0.0	0.0	27.0	8.0	3.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Научные работники / 18	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Педагогические работники - всего (сумма строк 07,17): / 06	511.0	467.0	211.0	155.0	26.0	0.0	0.0	363.0	132.0	50.0	15.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	146.0	110.0	25.0	20.0	0.0	0.0	0.0	61.0	9.0	12.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	47.0	23.0	1.0	15.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	246.0	94.0	31.0	32.0	0.0	0.0	0.0	58.0	17.0	11.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	ассистенты / 16	10.0	10.0	9.0	1.0	0.0	0.0	0.0	10.0	9.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	7.0	7.0	1.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	5.0	5.0	3.0	2.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	497.0	453.0	205.0	149.0	25.0	0.0	0.0	358.0	131.0	50.0	15.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	директор филиала / 05	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	директора институтов / 11	10.0	8.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	доценты / 13	245.0	220.0	103.0	75.0	17.0	0.0	0.0	165.0	59.0	24.0	9.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	заведующие кафедрами / 10	61.0	61.0	20.0	21.0	0.0	0.0	0.0	49.0	16.0	7.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	из них:  ректор / 02	2.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	497.0	453.0	205.0	149.0	25.0	0.0	0.0	358.0	131.0	50.0	15.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	8.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	инженеры-электроники / 25	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	иные педагогические работники / 17	14.0	14.0	6.0	6.0	1.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	президент / 03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	преподаватели / 15	13.0	10.0	1.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	проректоры / 04	8.0	7.0	3.0	1.0	0.0	0.0	0.0	5.0	2.0	1.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	профессора / 12	40.0	35.0	19.0	10.0	0.0	0.0	0.0	26.0	13.0	5.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	9.0	6.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	5.0	4.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	10.0	4.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	старшие преподаватели / 14	113.0	104.0	50.0	31.0	8.0	0.0	0.0	87.0	31.0	12.0	6.0	0.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	техники-электроники / 30	5.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 19	235.0	29.0	2.0	3.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Научные работники / 18	66.0	37.0	3.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Педагогические работники - всего (сумма строк 07,17): / 06	2144.0	1991.0	1388.0	272.0	12.0	9.0	0.0	600.0	332.0	58.0	9.0	9.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	213.0	155.0	33.0	29.0	2.0	2.0	0.0	56.0	23.0	20.0	1.0	1.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	102.0	23.0	1.0	23.0	0.0	0.0	0.0	3.0	1.0	3.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	855.0	312.0	35.0	25.0	1.0	0.0	0.0	51.0	5.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	ассистенты / 16	155.0	153.0	98.0	7.0	0.0	0.0	0.0	13.0	2.0	2.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	14.0	4.0	1.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	17.0	14.0	14.0	2.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	2121.0	1975.0	1386.0	270.0	12.0	9.0	0.0	596.0	330.0	56.0	9.0	9.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	директор филиала / 05	5.0	3.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	директора институтов / 11	3.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	доценты / 13	1145.0	1069.0	754.0	136.0	7.0	5.0	0.0	343.0	204.0	27.0	5.0	5.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	заведующие кафедрами / 10	172.0	163.0	151.0	18.0	3.0	3.0	0.0	59.0	22.0	1.0	3.0	3.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	из них:  ректор / 02	4.0	4.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	2121.0	1975.0	1386.0	270.0	12.0	9.0	0.0	596.0	330.0	56.0	9.0	9.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	12.0	3.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	инженеры-электроники / 25	5.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	иные педагогические работники / 17	23.0	16.0	2.0	2.0	0.0	0.0	0.0	4.0	2.0	2.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	президент / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	преподаватели / 15	69.0	60.0	46.0	35.0	1.0	1.0	0.0	35.0	20.0	15.0	1.0	1.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	проректоры / 04	15.0	15.0	6.0	1.0	2.0	2.0	0.0	5.0	5.0	0.0	1.0	1.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	профессора / 12	189.0	173.0	116.0	22.0	0.0	0.0	0.0	26.0	13.0	1.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	16.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	35.0	9.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	17.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	старшие преподаватели / 14	371.0	340.0	206.0	50.0	1.0	0.0	0.0	115.0	66.0	10.0	0.0	0.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Инженерно-технический персонал / 19	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Научные работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Педагогические работники - всего (сумма строк 07,17): / 06	51.0	42.0	41.0	20.0	0.0	0.0	0.0	42.0	41.0	20.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Руководящий персонал - всего / 01	8.0	7.0	7.0	1.0	0.0	0.0	0.0	7.0	7.0	1.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	Учебно-вспомогательный персонал / 20	20.0	6.0	3.0	3.0	0.0	0.0	0.0	4.0	3.0	3.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	ассистенты / 16	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	в том числе: деканы факультетов / 09	3.0	3.0	3.0	1.0	0.0	0.0	0.0	3.0	3.0	1.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	в том числе: профессорско-преподавательский  состав - всего: / 07	48.0	40.0	39.0	20.0	0.0	0.0	0.0	40.0	39.0	20.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	директор филиала / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	директора институтов / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	доценты / 13	14.0	13.0	12.0	7.0	0.0	0.0	0.0	13.0	12.0	7.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	заведующие кафедрами / 10	3.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	из них:  ректор / 02	2.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	48.0	40.0	39.0	20.0	0.0	0.0	0.0	40.0	39.0	20.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	иные педагогические работники / 17	3.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	президент / 03	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	преподаватели / 15	5.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	проректоры / 04	5.0	5.0	5.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	профессора / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	специалисты по базам данных и сетям / 24	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	старшие преподаватели / 14	21.0	19.0	19.0	10.0	0.0	0.0	0.0	19.0	19.0	10.0	0.0	0.0	0.0
Республика Крым	персонал; Частные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 19	143.0	33.0	1.0	26.0	0.0	0.0	0.0	22.0	1.0	16.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Научные работники / 18	15.0	7.0	2.0	2.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Педагогические работники - всего (сумма строк 07,17): / 06	823.0	770.0	574.0	596.0	87.0	0.0	0.0	586.0	297.0	131.0	23.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	189.0	168.0	14.0	37.0	2.0	0.0	0.0	115.0	4.0	7.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	139.0	95.0	0.0	90.0	0.0	0.0	0.0	58.0	0.0	53.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	358.0	147.0	0.0	121.0	0.0	0.0	0.0	85.0	0.0	66.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	ассистенты / 16	18.0	12.0	5.0	9.0	0.0	0.0	0.0	10.0	3.0	5.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	7.0	7.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 09	12.0	12.0	4.0	5.0	1.0	0.0	0.0	12.0	3.0	1.0	1.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	в том числе: профессорско-преподавательский  состав - всего: / 07	821.0	770.0	574.0	596.0	87.0	0.0	0.0	586.0	297.0	131.0	23.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	директор филиала / 05	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	директора институтов / 11	8.0	8.0	2.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	доценты / 13	455.0	432.0	326.0	341.0	67.0	0.0	0.0	337.0	183.0	61.0	15.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	заведующие кафедрами / 10	72.0	71.0	57.0	54.0	7.0	0.0	0.0	52.0	24.0	11.0	5.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	из них:  ректор / 02	2.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	821.0	770.0	574.0	596.0	87.0	0.0	0.0	586.0	297.0	131.0	23.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 26	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	иные педагогические работники / 17	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
