region	tags	indicator	Число реализуемых образователь-ных программ - всего, ед / 3	Из них / прошли профессио-нально- общественную аккредитацию работодателями и их объедине-ниями / 4	Из них / содержат отдельные дисциплины (модули) в формате онлайн-курсов / 5	Из них / в том числе / онлайн-курсы сторонних организаций, осуществляющих образовательную деятельность / 6	Из них / в том числе / онлайн-курсы в объеме не менее 10% от общей трудоемкости образователь-ной программы / 7	Из них / реализуются полностью в онлайн-формате / 8	Число дисциплин, преподаваемых в рамках образова-тельных программ, реализуемых полностью в онлайн-формате / 9	Численность обучающихся – всего, чел / 10	Сетевая форма реализации образовательных программ / число программ (из графы 3), реализуемых с использованием сетевой формы / 11	Сетевая форма реализации образовательных программ / численность обучающихся (из графы 10) по программам, реализуемым с использованием сетевой формы -всего / 12	Сетевая форма реализации образовательных программ / в том числе (из графы 12) по программам, реализуемым с использованием ресурсов других научных и (или) образовательных организаций / 13	Сетевая форма реализации образовательных программ / в том числе (из графы 13) по очной форме обучения / 14	Сетевая форма реализации образовательных программ / в том числе (из графы 12) с использованием ресурсов иностранных организаций / 15	Сетевая форма реализации образовательных программ / общее число заключенных договоров с организациями на реализацию образовательных программ с использованием сетевой формы, ед / 16	Сетевая форма реализации образовательных программ / из них число заключенных договоров (из графы 16) с использованием ресурсов иностранных организаций / 17	Сетевая форма реализации образовательных программ / число организаций, с которыми заключены договоры на реализацию образовательных программ с использованием сетевой формы, ед / 18	Сетевая форма реализации образовательных программ / в том числе (из графы 18) число иностранных организаций / 19	Электронное обучение / число программ (из графы 3), реализуемых с применением электронного обучения / 20	Электронное обучение / численность обучающихся (из графы 10) с применением электронного обучения / 21	Электронное обучение / в том числе (из графы 21) с применением исключительно электронного обучения / 22	Дистанционные образовательные технологии / число программ (из графы 3), реализуемых с применением дистанционных образовательных технологий / 23	Дистанционные образовательные технологии / численность обучающихся (из графы 10) с применением дистанционных образовательных технологий / 24	Дистанционные образовательные технологии / в том числе (из графы 24) с применением исключительно дистанционных образовательных технологий / 25
Нижегородская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	119.0	21.0	31.0	6.0	3.0	0.0	11.0	19206.0	5.0	1025.0	1003.0	1003.0	1003.0	15.0	14.0	8.0	7.0	62.0	14087.0	0.0	81.0	16359.0	340.0
Нижегородская область	персонал; Частные	Образовательные программы бакалавриата / 01	10.0	4.0	0.0	0.0	0.0	0.0	0.0	919.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	507.0	0.0	6.0	507.0	0.0
Нижегородская область	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	135.0	4.0	5.0	0.0	0.0	0.0	7.0	5802.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	5346.0	0.0
Новгородская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	47.0	1.0	0.0	0.0	0.0	0.0	0.0	781.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	781.0	0.0
Новгородская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2352.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2352.0	0.0
Новосибирская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	546.0	31.0	79.0	3.0	20.0	12.0	776.0	63714.0	7.0	317.0	317.0	317.0	83.0	8.0	3.0	7.0	3.0	198.0	22958.0	195.0	187.0	30651.0	2704.0
Новосибирская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	312.0	25.0	35.0	0.0	5.0	0.0	0.0	10310.0	3.0	76.0	76.0	76.0	55.0	3.0	2.0	3.0	2.0	104.0	3657.0	0.0	110.0	5055.0	280.0
Новосибирская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	97.0	4.0	14.0	0.0	1.0	0.0	3.0	17005.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	9343.0	0.0	22.0	3710.0	420.0
Новосибирская область	персонал; Частные	Образовательные программы бакалавриата / 01	32.0	1.0	9.0	0.0	9.0	0.0	0.0	6916.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	6811.0	4981.0
Новосибирская область	персонал; Частные	Образовательные программы магистратуры / 03	19.0	0.0	7.0	0.0	7.0	0.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	150.0	111.0
Новосибирская область	персонал; Частные	Образовательные программы специалитета / 02	4.0	0.0	2.0	0.0	2.0	0.0	0.0	509.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Омская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	356.0	50.0	75.0	2.0	47.0	0.0	7.0	35322.0	3.0	2.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	186.0	17001.0	0.0	154.0	12513.0	0.0
Омская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	208.0	30.0	20.0	0.0	20.0	0.0	0.0	7468.0	2.0	50.0	20.0	20.0	0.0	2.0	0.0	2.0	0.0	120.0	4057.0	0.0	93.0	2564.0	0.0
Омская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	61.0	18.0	21.0	0.0	19.0	0.0	0.0	13662.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	5369.0	0.0	29.0	6540.0	0.0
Омская область	персонал; Частные	Образовательные программы бакалавриата / 01	32.0	2.0	16.0	0.0	16.0	0.0	0.0	14651.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	12263.0	0.0	26.0	12729.0	0.0
Омская область	персонал; Частные	Образовательные программы магистратуры / 03	22.0	4.0	8.0	0.0	8.0	0.0	0.0	1351.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1047.0	0.0	14.0	1141.0	0.0
Омская область	персонал; Частные	Образовательные программы специалитета / 02	3.0	0.0	0.0	0.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	360.0	4.0	63.0	0.0	2.0	0.0	3.0	26186.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	182.0	10916.0	0.0	277.0	18012.0	0.0
Оренбургская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	127.0	10.0	0.0	0.0	0.0	0.0	0.0	3647.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	1906.0	0.0	101.0	2653.0	0.0
Оренбургская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	46.0	0.0	6.0	0.0	0.0	0.0	2.0	10326.0	1.0	22.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	20.0	2815.0	0.0	23.0	3366.0	0.0
Оренбургская область	персонал; Частные	Образовательные программы бакалавриата / 01	10.0	1.0	0.0	0.0	0.0	0.0	0.0	964.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	177.0	2.0	21.0	4.0	0.0	0.0	3.0	15298.0	1.0	22.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	39.0	6200.0	3.0	88.0	5944.0	3.0
Орловская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	114.0	2.0	1.0	1.0	0.0	0.0	0.0	4545.0	1.0	12.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	33.0	1606.0	2.0	30.0	677.0	2.0
Орловская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	26.0	0.0	6.0	0.0	0.0	0.0	3.0	5921.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1982.0	1.0	10.0	1768.0	1.0
Орловская область	персонал; Частные	Образовательные программы бакалавриата / 01	8.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	187.0	12.0	17.0	1.0	0.0	0.0	16.0	18031.0	1.0	150.0	150.0	150.0	150.0	1.0	1.0	1.0	1.0	35.0	2906.0	0.0	40.0	2960.0	3.0
Пензенская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	93.0	4.0	1.0	0.0	0.0	0.0	1.0	3922.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	737.0	0.0	20.0	737.0	0.0
Пензенская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	27.0	0.0	1.0	0.0	0.0	0.0	1.0	7972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	145.0	0.0	3.0	145.0	0.0
Пензенская область	персонал; Частные	Образовательные программы бакалавриата / 01	4.0	3.0	0.0	0.0	0.0	0.0	0.0	486.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	Образовательные программы магистратуры / 03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	425.0	25.0	26.0	18.0	14.0	1.0	28.0	36011.0	10.0	322.0	309.0	309.0	145.0	11.0	5.0	6.0	2.0	95.0	11600.0	0.0	228.0	18816.0	321.0
Пермский край	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	235.0	11.0	10.0	9.0	5.0	1.0	24.0	5695.0	14.0	115.0	114.0	114.0	56.0	14.0	6.0	11.0	5.0	51.0	1997.0	0.0	105.0	3114.0	15.0
Пермский край	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	60.0	7.0	2.0	0.0	0.0	0.0	0.0	11109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	6638.0	0.0	25.0	7201.0	0.0
Пермский край	персонал; Частные	Образовательные программы бакалавриата / 01	21.0	2.0	0.0	0.0	0.0	0.0	0.0	865.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	504.0	0.0
Пермский край	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	568.0	35.0	96.0	77.0	4.0	0.0	27.0	26499.0	25.0	734.0	734.0	685.0	206.0	7.0	2.0	5.0	0.0	472.0	16859.0	9.0	38.0	1839.0	62.0
Приморский край	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	295.0	13.0	45.0	38.0	0.0	0.0	3.0	5301.0	10.0	161.0	161.0	161.0	0.0	8.0	0.0	8.0	0.0	265.0	4616.0	34.0	8.0	87.0	34.0
Приморский край	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	140.0	11.0	17.0	10.0	0.0	0.0	3.0	11221.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	7560.0	62.0	28.0	4181.0	62.0
Приморский край	персонал; Частные	Образовательные программы бакалавриата / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	персонал; Частные	Образовательные программы специалитета / 02	2.0	2.0	0.0	0.0	0.0	0.0	0.0	149.0	2.0	149.0	149.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Псковская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	111.0	26.0	34.0	34.0	0.0	0.0	2.0	7268.0	32.0	848.0	833.0	833.0	0.0	4.0	0.0	4.0	0.0	32.0	814.0	0.0	95.0	5169.0	0.0
Псковская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	58.0	10.0	24.0	1.0	0.0	0.0	0.0	1577.0	10.0	141.0	111.0	96.0	0.0	11.0	0.0	9.0	0.0	24.0	309.0	0.0	49.0	1273.0	0.0
Псковская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	28.0	1.0	6.0	6.0	0.0	0.0	0.0	1902.0	6.0	258.0	258.0	258.0	0.0	1.0	0.0	1.0	0.0	6.0	258.0	0.0	26.0	1416.0	0.0
Псковская область	персонал; Частные	Образовательные программы бакалавриата / 01	5.0	0.0	1.0	0.0	0.0	0.0	0.0	252.0	2.0	129.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	129.0	0.0	2.0	129.0	0.0
Псковская область	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Псковская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	83.0	0.0	42.0	27.0	0.0	0.0	0.0	9899.0	2.0	49.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	36.0	4687.0	0.0	36.0	3294.0	0.0
Республика Адыгея	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	42.0	0.0	19.0	1.0	0.0	0.0	0.0	1441.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	646.0	0.0	18.0	477.0	0.0
Республика Адыгея	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	11.0	0.0	7.0	3.0	0.0	0.0	0.0	3020.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2964.0	0.0	9.0	402.0	0.0
Республика Алтай	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	55.0	0.0	0.0	0.0	0.0	0.0	0.0	2217.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	2217.0	0.0	55.0	2217.0	0.0
Республика Алтай	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	19.0	0.0	1.0	1.0	0.0	0.0	1.0	287.0	1.0	22.0	12.0	12.0	0.0	1.0	0.0	1.0	0.0	19.0	287.0	0.0	19.0	287.0	0.0
Республика Алтай	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	3.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	101.0	0.0	3.0	101.0	0.0
Республика Башкортостан	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	718.0	91.0	151.0	49.0	32.0	0.0	43.0	63010.0	122.0	3878.0	3033.0	2707.0	134.0	45.0	6.0	19.0	4.0	360.0	21782.0	0.0	458.0	38140.0	6.0
Республика Башкортостан	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	449.0	18.0	58.0	3.0	14.0	1.0	3.0	13144.0	20.0	172.0	117.0	76.0	5.0	25.0	3.0	21.0	2.0	265.0	4603.0	1.0	227.0	7998.0	0.0
Республика Башкортостан	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	90.0	3.0	20.0	8.0	6.0	2.0	8.0	19426.0	12.0	1844.0	1804.0	1783.0	0.0	8.0	0.0	4.0	0.0	52.0	5388.0	2.0	52.0	6046.0	0.0
Республика Башкортостан	персонал; Частные	Образовательные программы бакалавриата / 01	48.0	0.0	0.0	0.0	0.0	0.0	0.0	3630.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	2420.0	0.0	29.0	2420.0	0.0
Республика Башкортостан	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Башкортостан	персонал; Частные	Образовательные программы специалитета / 02	2.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	194.0	19.0	39.0	39.0	0.0	0.0	0.0	14455.0	5.0	48.0	48.0	48.0	41.0	3.0	2.0	3.0	2.0	130.0	5824.0	0.0	173.0	11416.0	0.0
Республика Бурятия	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	89.0	10.0	18.0	18.0	2.0	0.0	8.0	2740.0	3.0	18.0	18.0	18.0	0.0	3.0	0.0	3.0	0.0	59.0	1443.0	0.0	80.0	2212.0	0.0
Республика Бурятия	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	12.0	1.0	4.0	4.0	0.0	0.0	0.0	2159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1208.0	0.0	11.0	1755.0	0.0
Республика Бурятия	персонал; Частные	Образовательные программы бакалавриата / 01	9.0	0.0	0.0	0.0	0.0	0.0	0.0	455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	196.0	23.0	46.0	46.0	39.0	0.0	2.0	30498.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	1471.0	0.0
Республика Дагестан	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	118.0	1.0	29.0	29.0	28.0	0.0	2.0	5764.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	33.0	3.0	8.0	8.0	7.0	0.0	2.0	12422.0	2.0	33.0	33.0	33.0	33.0	2.0	2.0	2.0	2.0	5.0	6783.0	0.0	7.0	7056.0	0.0
Республика Дагестан	персонал; Частные	Образовательные программы бакалавриата / 01	32.0	0.0	2.0	0.0	2.0	0.0	0.0	3939.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	2296.0	0.0	22.0	1410.0	0.0
Республика Дагестан	персонал; Частные	Образовательные программы магистратуры / 03	8.0	0.0	0.0	0.0	0.0	0.0	0.0	417.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	68.0	0.0	6.0	68.0	0.0
Республика Дагестан	персонал; Частные	Образовательные программы специалитета / 02	2.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	41.0	0.0	0.0	0.0	0.0	0.0	0.0	5499.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	18.0	0.0	0.0	0.0	0.0	0.0	0.0	680.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	персонал; Частные	Образовательные программы бакалавриата / 01	2.0	0.0	0.0	0.0	0.0	0.0	0.0	357.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	персонал; Частные	Образовательные программы магистратуры / 03	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	88.0	3.0	0.0	0.0	0.0	0.0	0.0	5281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	48.0	0.0	0.0	0.0	0.0	0.0	0.0	1363.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	13.0	0.0	0.0	0.0	0.0	0.0	0.0	982.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	персонал; Частные	Образовательные программы бакалавриата / 01	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	165.0	5.0	158.0	1.0	93.0	7.0	366.0	7853.0	43.0	1980.0	1980.0	1244.0	0.0	39.0	5.0	39.0	5.0	163.0	7541.0	237.0	161.0	6778.0	237.0
Республика Карелия	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	48.0	3.0	43.0	0.0	19.0	0.0	0.0	837.0	3.0	78.0	78.0	78.0	0.0	3.0	0.0	3.0	0.0	48.0	729.0	0.0	47.0	681.0	0.0
Республика Карелия	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	12.0	0.0	5.0	3.0	3.0	0.0	0.0	2129.0	3.0	1352.0	1352.0	1352.0	0.0	3.0	0.0	3.0	0.0	10.0	1656.0	0.0	10.0	1656.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	211.0	3.0	32.0	0.0	3.0	0.0	0.0	10006.0	11.0	424.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	29.0	2799.0	0.0	136.0	6278.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	74.0	1.0	15.0	1.0	0.0	0.0	2.0	1619.0	1.0	12.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	15.0	395.0	0.0	55.0	977.0	0.0
Республика Коми	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	17.0	0.0	9.0	0.0	0.0	0.0	0.0	1379.0	2.0	48.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	9.0	411.0	0.0	14.0	1137.0	0.0
Республика Крым	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	274.0	0.0	0.0	0.0	0.0	0.0	0.0	18077.0	15.0	88.0	20.0	20.0	0.0	6.0	0.0	3.0	0.0	196.0	11269.0	0.0	248.0	12846.0	309.0
Республика Крым	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	208.0	0.0	0.0	0.0	0.0	0.0	0.0	5388.0	3.0	38.0	38.0	38.0	0.0	1.0	0.0	1.0	0.0	175.0	3872.0	0.0	185.0	4177.0	76.0
Республика Крым	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	27.0	0.0	0.0	0.0	0.0	0.0	0.0	8863.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	7535.0	0.0	20.0	1286.0	0.0
