region	tags	indicator	Всего (сумма гр. 4-6) / 3	в том числе по программам / бакалавриата / 4	в том числе по программам / специалитета / 5	в том числе по программам / магистратуры / 6
Красноярский край	персонал; Частные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Красноярский край	персонал; Частные	физическими лицами / 10	0.0	0.0	0.0	0.0
Красноярский край	персонал; Частные	юридическими лицами / 08	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	2938.0	2575.0	232.0	131.0
Курганская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	3333.0	2818.0	225.0	290.0
Курганская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	1847.0	1683.0	85.0	79.0
Курганская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	4.0	0.0	4.0	0.0
Курганская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	1352.0	1249.0	82.0	21.0
Курганская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	2053.0	1805.0	144.0	104.0
Курганская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	28.0	23.0	3.0	2.0
Курганская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	11.0	6.0	1.0	4.0
Курганская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	5.0	2.0	3.0	0.0
Курганская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	4.0	0.0	4.0	0.0
Курганская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	2226.0	1791.0	211.0	224.0
Курская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	8861.0	4963.0	2509.0	1389.0
Курская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	1495.0	1297.0	101.0	97.0
Курская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	1621.0	994.0	500.0	127.0
Курская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	1697.0	1389.0	106.0	202.0
Курская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	4.0	0.0	3.0	1.0
Курская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	5.0	1.0	3.0	1.0
Курская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	2.0	2.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	17.0	8.0	8.0	1.0
Курская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	55.0	30.0	11.0	14.0
Курская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	85.0	17.0	57.0	11.0
Курская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	Численность студентов, получающих другие формы материальной поддержки / 15	4.0	4.0	0.0	0.0
Курская область	персонал; Частные	Численность студентов, получающих: государственные академические стипендии / 01	14.0	14.0	0.0	0.0
Курская область	персонал; Частные	бюджетных ассигнований федерального бюджета / 17	4.0	4.0	0.0	0.0
Курская область	персонал; Частные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	государственные социальные стипендии / 02	8.0	8.0	0.0	0.0
Курская область	персонал; Частные	из них за счет средств:  стипендиального фонда / 16	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	из них организацией, студентами которой они являются / 09	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	органами государственной власти субъекта Российской Федерации / 06	1.0	1.0	0.0	0.0
Курская область	персонал; Частные	органами местного самоуправления / 07	2.0	2.0	0.0	0.0
Курская область	персонал; Частные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	стипендии Правительства Российской Федерации / 04	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	стипендии Президента Российской Федерации / 03	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	физическими лицами / 10	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	юридическими лицами / 08	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	101.0	58.0	43.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	1446.0	1252.0	147.0	47.0
Ленинградская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	56.0	56.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	417.0	358.0	44.0	15.0
Ленинградская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	45.0	2.0	43.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	4.0	2.0	2.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Ленинградская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	598.0	564.0	5.0	29.0
Липецкая область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	4869.0	4015.0	220.0	634.0
Липецкая область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	129.0	122.0	4.0	3.0
Липецкая область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	859.0	794.0	43.0	22.0
Липецкая область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	493.0	466.0	1.0	26.0
Липецкая область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	6.0	6.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	2.0	2.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	23.0	15.0	0.0	8.0
Липецкая область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	15.0	13.0	0.0	2.0
Липецкая область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Липецкая область	персонал; Государственные, Муниципальные	юридическими лицами / 08	6.0	6.0	0.0	0.0
Липецкая область	персонал; Частные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	Численность студентов, получающих другие формы материальной поддержки / 15	1.0	1.0	0.0	0.0
Липецкая область	персонал; Частные	Численность студентов, получающих: государственные академические стипендии / 01	25.0	25.0	0.0	0.0
Липецкая область	персонал; Частные	бюджетных ассигнований федерального бюджета / 17	1.0	1.0	0.0	0.0
Липецкая область	персонал; Частные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	государственные социальные стипендии / 02	1.0	1.0	0.0	0.0
Липецкая область	персонал; Частные	из них за счет средств:  стипендиального фонда / 16	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	из них организацией, студентами которой они являются / 09	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	органами государственной власти субъекта Российской Федерации / 06	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	стипендии Правительства Российской Федерации / 04	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	стипендии Президента Российской Федерации / 03	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	физическими лицами / 10	0.0	0.0	0.0	0.0
Липецкая область	персонал; Частные	юридическими лицами / 08	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	52.0	46.0	5.0	1.0
Магаданская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	486.0	363.0	72.0	51.0
Магаданская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	52.0	46.0	5.0	1.0
Магаданская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	240.0	198.0	40.0	2.0
Магаданская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	25.0	23.0	2.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	3.0	1.0	2.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Магаданская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	8065.0	6657.0	360.0	1048.0
Московская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	16232.0	12191.0	1575.0	2466.0
Московская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	295.0	264.0	26.0	5.0
Московская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	3583.0	2871.0	257.0	455.0
Московская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	7648.0	6271.0	334.0	1043.0
Московская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	90.0	72.0	2.0	16.0
Московская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	49.0	37.0	4.0	8.0
Московская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	150.0	124.0	3.0	23.0
Московская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	96.0	96.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	33.0	22.0	7.0	4.0
Московская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	16.0	12.0	4.0	0.0
Московская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Московская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	90.0	72.0	2.0	16.0
Московская область	персонал; Частные	Численность слушателей подготовительных отделений, получающих стипендии / 19	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	Численность студентов, получающих другие формы материальной поддержки / 15	18.0	17.0	0.0	1.0
Московская область	персонал; Частные	Численность студентов, получающих: государственные академические стипендии / 01	142.0	117.0	0.0	25.0
Московская область	персонал; Частные	бюджетных ассигнований федерального бюджета / 17	18.0	17.0	0.0	1.0
Московская область	персонал; Частные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	государственные социальные стипендии / 02	19.0	19.0	0.0	0.0
Московская область	персонал; Частные	из них за счет средств:  стипендиального фонда / 16	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	из них организацией, студентами которой они являются / 09	43.0	37.0	0.0	6.0
Московская область	персонал; Частные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	органами государственной власти субъекта Российской Федерации / 06	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	стипендии Правительства Российской Федерации / 04	1.0	1.0	0.0	0.0
Московская область	персонал; Частные	стипендии Президента Российской Федерации / 03	1.0	1.0	0.0	0.0
Московская область	персонал; Частные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	175.0	99.0	0.0	76.0
Московская область	персонал; Частные	физическими лицами / 10	0.0	0.0	0.0	0.0
Московская область	персонал; Частные	юридическими лицами / 08	43.0	37.0	0.0	6.0
Мурманская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	1.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	304.0	236.0	64.0	4.0
Мурманская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	1947.0	1447.0	256.0	244.0
Мурманская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	73.0	69.0	3.0	1.0
Мурманская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	664.0	509.0	145.0	10.0
Мурманская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	220.0	156.0	61.0	3.0
Мурманская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	полученных от приносящей доход деятельности / 18	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	стипендии Правительства Российской Федерации / 04	7.0	6.0	1.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	стипендии Президента Российской Федерации / 03	3.0	3.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	стипендии, назначенные физическими лицами (кроме именных, указанных в стр.10) / 13	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	стипендии, назначенные юридическими лицами (кроме именных, указанных в стр.08) / 11	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	физическими лицами / 10	0.0	0.0	0.0	0.0
Мурманская область	персонал; Государственные, Муниципальные	юридическими лицами / 08	0.0	0.0	0.0	0.0
Нижегородская область	персонал; Государственные, Муниципальные	Численность слушателей подготовительных отделений, получающих стипендии / 19	5.0	0.0	0.0	0.0
Нижегородская область	персонал; Государственные, Муниципальные	Численность студентов, получающих другие формы материальной поддержки / 15	7074.0	4895.0	1169.0	1010.0
Нижегородская область	персонал; Государственные, Муниципальные	Численность студентов, получающих: государственные академические стипендии / 01	22886.0	13984.0	4849.0	4053.0
Нижегородская область	персонал; Государственные, Муниципальные	бюджетных ассигнований федерального бюджета / 17	1798.0	1099.0	325.0	374.0
Нижегородская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 12	59.0	43.0	14.0	2.0
Нижегородская область	персонал; Государственные, Муниципальные	в том числе студентам, направленным ими на обучение / 14	0.0	0.0	0.0	0.0
Нижегородская область	персонал; Государственные, Муниципальные	государственные социальные стипендии / 02	2716.0	1868.0	700.0	148.0
Нижегородская область	персонал; Государственные, Муниципальные	из них за счет средств:  стипендиального фонда / 16	5563.0	3974.0	941.0	648.0
Нижегородская область	персонал; Государственные, Муниципальные	из них организацией, студентами которой они являются / 09	437.0	350.0	75.0	12.0
Нижегородская область	персонал; Государственные, Муниципальные	именные стипендии, учрежденные: федеральными государственными органами / 05	20.0	16.0	0.0	4.0
Нижегородская область	персонал; Государственные, Муниципальные	органами государственной власти субъекта Российской Федерации / 06	29.0	20.0	7.0	2.0
Нижегородская область	персонал; Государственные, Муниципальные	органами местного самоуправления / 07	100.0	57.0	32.0	11.0
