region	tags	indicator	Код: да - 1, нет - 2 / 3
Свердловская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Свердловская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Свердловская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	6.0
Свердловская область	персонал; Частные	Студенческие советы / 10	8.0
Свердловская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	7.0
Свердловская область	персонал; Частные	другие / 09	2.0
Свердловская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	4.0
Свердловская область	персонал; Частные	наблюдательный совет / 08	0.0
Свердловская область	персонал; Частные	попечительский совет / 06	1.0
Свердловская область	персонал; Частные	управляющий совет / 07	0.0
Свердловская область	персонал; Частные	ученый совет / 05	9.0
Смоленская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	11.0
Смоленская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	11.0
Смоленская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	6.0
Смоленская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	6.0
Смоленская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	11.0
Смоленская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	11.0
Смоленская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	8.0
Смоленская область	персонал; Государственные, Муниципальные	другие / 09	5.0
Смоленская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	7.0
Смоленская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Смоленская область	персонал; Государственные, Муниципальные	попечительский совет / 06	3.0
Смоленская область	персонал; Государственные, Муниципальные	управляющий совет / 07	1.0
Смоленская область	персонал; Государственные, Муниципальные	ученый совет / 05	10.0
Смоленская область	персонал; Частные	Коллегиальные органы управления / 03	3.0
Смоленская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	4.0
Смоленская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Смоленская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Смоленская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	2.0
Смоленская область	персонал; Частные	Студенческие советы / 10	3.0
Смоленская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	0.0
Смоленская область	персонал; Частные	другие / 09	3.0
Смоленская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Смоленская область	персонал; Частные	наблюдательный совет / 08	0.0
Смоленская область	персонал; Частные	попечительский совет / 06	0.0
Смоленская область	персонал; Частные	управляющий совет / 07	0.0
Смоленская область	персонал; Частные	ученый совет / 05	1.0
Ставропольский край	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	18.0
Ставропольский край	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	20.0
Ставропольский край	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	15.0
Ставропольский край	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	13.0
Ставропольский край	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	20.0
Ставропольский край	персонал; Государственные, Муниципальные	Студенческие советы / 10	20.0
Ставропольский край	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	18.0
Ставропольский край	персонал; Государственные, Муниципальные	другие / 09	8.0
Ставропольский край	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	9.0
Ставропольский край	персонал; Государственные, Муниципальные	наблюдательный совет / 08	2.0
Ставропольский край	персонал; Государственные, Муниципальные	попечительский совет / 06	5.0
Ставропольский край	персонал; Государственные, Муниципальные	управляющий совет / 07	1.0
Ставропольский край	персонал; Государственные, Муниципальные	ученый совет / 05	15.0
Ставропольский край	персонал; Частные	Коллегиальные органы управления / 03	9.0
Ставропольский край	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	9.0
Ставропольский край	персонал; Частные	Профессиональные союзы работников / 12	2.0
Ставропольский край	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Ставропольский край	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	6.0
Ставропольский край	персонал; Частные	Студенческие советы / 10	9.0
Ставропольский край	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	7.0
Ставропольский край	персонал; Частные	другие / 09	4.0
Ставропольский край	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	7.0
Ставропольский край	персонал; Частные	наблюдательный совет / 08	0.0
Ставропольский край	персонал; Частные	попечительский совет / 06	2.0
Ставропольский край	персонал; Частные	управляющий совет / 07	0.0
Ставропольский край	персонал; Частные	ученый совет / 05	7.0
Тамбовская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	6.0
Тамбовская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	6.0
Тамбовская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	4.0
Тамбовская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	3.0
Тамбовская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	5.0
Тамбовская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	6.0
Тамбовская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	4.0
Тамбовская область	персонал; Государственные, Муниципальные	другие / 09	2.0
Тамбовская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	2.0
Тамбовская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Тамбовская область	персонал; Государственные, Муниципальные	попечительский совет / 06	3.0
Тамбовская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Тамбовская область	персонал; Государственные, Муниципальные	ученый совет / 05	6.0
Тамбовская область	персонал; Частные	Коллегиальные органы управления / 03	2.0
Тамбовская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	2.0
Тамбовская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Тамбовская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Тамбовская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	2.0
Тамбовская область	персонал; Частные	Студенческие советы / 10	2.0
Тамбовская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Тамбовская область	персонал; Частные	другие / 09	0.0
Тамбовская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Тамбовская область	персонал; Частные	наблюдательный совет / 08	0.0
Тамбовская область	персонал; Частные	попечительский совет / 06	0.0
Тамбовская область	персонал; Частные	управляющий совет / 07	1.0
Тамбовская область	персонал; Частные	ученый совет / 05	1.0
Тверская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	6.0
Тверская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	6.0
Тверская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	4.0
Тверская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	4.0
Тверская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	6.0
Тверская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	6.0
Тверская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	6.0
Тверская область	персонал; Государственные, Муниципальные	другие / 09	0.0
Тверская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	3.0
Тверская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Тверская область	персонал; Государственные, Муниципальные	попечительский совет / 06	2.0
Тверская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Тверская область	персонал; Государственные, Муниципальные	ученый совет / 05	5.0
Тверская область	персонал; Частные	Коллегиальные органы управления / 03	3.0
Тверская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	3.0
Тверская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Тверская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Тверская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Тверская область	персонал; Частные	Студенческие советы / 10	3.0
Тверская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Тверская область	персонал; Частные	другие / 09	1.0
Тверская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Тверская область	персонал; Частные	наблюдательный совет / 08	1.0
Тверская область	персонал; Частные	попечительский совет / 06	1.0
Тверская область	персонал; Частные	управляющий совет / 07	1.0
Тверская область	персонал; Частные	ученый совет / 05	2.0
Томская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	9.0
Томская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	9.0
Томская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	8.0
Томская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	7.0
Томская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	9.0
Томская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	9.0
Томская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	6.0
Томская область	персонал; Государственные, Муниципальные	другие / 09	1.0
Томская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	8.0
Томская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	2.0
Томская область	персонал; Государственные, Муниципальные	попечительский совет / 06	5.0
Томская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Томская область	персонал; Государственные, Муниципальные	ученый совет / 05	8.0
Томская область	персонал; Частные	Коллегиальные органы управления / 03	1.0
Томская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	1.0
Томская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Томская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Томская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	0.0
Томская область	персонал; Частные	Студенческие советы / 10	1.0
Томская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	0.0
Томская область	персонал; Частные	другие / 09	1.0
Томская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Томская область	персонал; Частные	наблюдательный совет / 08	0.0
Томская область	персонал; Частные	попечительский совет / 06	0.0
Томская область	персонал; Частные	управляющий совет / 07	0.0
Томская область	персонал; Частные	ученый совет / 05	1.0
Тульская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	7.0
Тульская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	7.0
Тульская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	5.0
Тульская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	3.0
Тульская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	7.0
Тульская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	7.0
Тульская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	5.0
Тульская область	персонал; Государственные, Муниципальные	другие / 09	1.0
Тульская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	4.0
Тульская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Тульская область	персонал; Государственные, Муниципальные	попечительский совет / 06	2.0
Тульская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Тульская область	персонал; Государственные, Муниципальные	ученый совет / 05	6.0
Тульская область	персонал; Частные	Коллегиальные органы управления / 03	5.0
Тульская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	5.0
Тульская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Тульская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Тульская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	2.0
Тульская область	персонал; Частные	Студенческие советы / 10	5.0
Тульская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	5.0
Тульская область	персонал; Частные	другие / 09	2.0
Тульская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	4.0
Тульская область	персонал; Частные	наблюдательный совет / 08	0.0
Тульская область	персонал; Частные	попечительский совет / 06	2.0
Тульская область	персонал; Частные	управляющий совет / 07	1.0
Тульская область	персонал; Частные	ученый совет / 05	4.0
Тюменская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	9.0
Тюменская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	7.0
Тюменская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	8.0
Тюменская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	8.0
Тюменская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	7.0
Тюменская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	8.0
Тюменская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	9.0
Тюменская область	персонал; Государственные, Муниципальные	другие / 09	3.0
Тюменская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	7.0
Тюменская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	1.0
Тюменская область	персонал; Государственные, Муниципальные	попечительский совет / 06	7.0
Тюменская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Тюменская область	персонал; Государственные, Муниципальные	ученый совет / 05	9.0
Тюменская область	персонал; Частные	Коллегиальные органы управления / 03	0.0
Тюменская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	1.0
Тюменская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Тюменская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Тюменская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	0.0
Тюменская область	персонал; Частные	Студенческие советы / 10	1.0
Тюменская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	0.0
Тюменская область	персонал; Частные	другие / 09	0.0
Тюменская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Тюменская область	персонал; Частные	наблюдательный совет / 08	0.0
Тюменская область	персонал; Частные	попечительский совет / 06	0.0
Тюменская область	персонал; Частные	управляющий совет / 07	0.0
Тюменская область	персонал; Частные	ученый совет / 05	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	8.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	10.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	7.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	4.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	10.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Студенческие советы / 10	8.0
Удмуртская Республика	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	8.0
Удмуртская Республика	персонал; Государственные, Муниципальные	другие / 09	2.0
Удмуртская Республика	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	6.0
Удмуртская Республика	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	попечительский совет / 06	3.0
Удмуртская Республика	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	ученый совет / 05	9.0
Удмуртская Республика	персонал; Частные	Коллегиальные органы управления / 03	2.0
Удмуртская Республика	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	3.0
Удмуртская Республика	персонал; Частные	Профессиональные союзы работников / 12	0.0
Удмуртская Республика	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Удмуртская Республика	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Удмуртская Республика	персонал; Частные	Студенческие советы / 10	2.0
Удмуртская Республика	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Удмуртская Республика	персонал; Частные	другие / 09	1.0
Удмуртская Республика	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	2.0
Удмуртская Республика	персонал; Частные	наблюдательный совет / 08	0.0
Удмуртская Республика	персонал; Частные	попечительский совет / 06	0.0
Удмуртская Республика	персонал; Частные	управляющий совет / 07	0.0
Удмуртская Республика	персонал; Частные	ученый совет / 05	1.0
Ульяновская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	10.0
Ульяновская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	10.0
Ульяновская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	6.0
Ульяновская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	5.0
Ульяновская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	10.0
Ульяновская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	9.0
Ульяновская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	9.0
Ульяновская область	персонал; Государственные, Муниципальные	другие / 09	3.0
Ульяновская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	5.0
Ульяновская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Ульяновская область	персонал; Государственные, Муниципальные	попечительский совет / 06	4.0
Ульяновская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Ульяновская область	персонал; Государственные, Муниципальные	ученый совет / 05	8.0
Хабаровский край	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	12.0
Хабаровский край	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	12.0
Хабаровский край	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	8.0
Хабаровский край	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	6.0
Хабаровский край	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	12.0
Хабаровский край	персонал; Государственные, Муниципальные	Студенческие советы / 10	12.0
Хабаровский край	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	11.0
Хабаровский край	персонал; Государственные, Муниципальные	другие / 09	6.0
Хабаровский край	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	6.0
Хабаровский край	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Хабаровский край	персонал; Государственные, Муниципальные	попечительский совет / 06	2.0
Хабаровский край	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Хабаровский край	персонал; Государственные, Муниципальные	ученый совет / 05	11.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	8.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	9.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	7.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	3.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	9.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Студенческие советы / 10	8.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	8.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	другие / 09	2.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	6.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	попечительский совет / 06	6.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	ученый совет / 05	8.0
Челябинская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	22.0
Челябинская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	23.0
Челябинская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	18.0
