region	tags	indicator	Код: да - 1, нет - 2 / 3
Кемеровская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	6.0
Кемеровская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Кемеровская область	персонал; Государственные, Муниципальные	попечительский совет / 06	3.0
Кемеровская область	персонал; Государственные, Муниципальные	управляющий совет / 07	1.0
Кемеровская область	персонал; Государственные, Муниципальные	ученый совет / 05	13.0
Кемеровская область	персонал; Частные	Коллегиальные органы управления / 03	1.0
Кемеровская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	1.0
Кемеровская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Кемеровская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Кемеровская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Кемеровская область	персонал; Частные	Студенческие советы / 10	1.0
Кемеровская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Кемеровская область	персонал; Частные	другие / 09	0.0
Кемеровская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Кемеровская область	персонал; Частные	наблюдательный совет / 08	0.0
Кемеровская область	персонал; Частные	попечительский совет / 06	0.0
Кемеровская область	персонал; Частные	управляющий совет / 07	0.0
Кемеровская область	персонал; Частные	ученый совет / 05	1.0
Кировская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	5.0
Кировская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	5.0
Кировская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	3.0
Кировская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	4.0
Кировская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	5.0
Кировская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	5.0
Кировская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	4.0
Кировская область	персонал; Государственные, Муниципальные	другие / 09	0.0
Кировская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	2.0
Кировская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Кировская область	персонал; Государственные, Муниципальные	попечительский совет / 06	1.0
Кировская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Кировская область	персонал; Государственные, Муниципальные	ученый совет / 05	5.0
Кировская область	персонал; Частные	Коллегиальные органы управления / 03	2.0
Кировская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	4.0
Кировская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Кировская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Кировская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	2.0
Кировская область	персонал; Частные	Студенческие советы / 10	2.0
Кировская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Кировская область	персонал; Частные	другие / 09	1.0
Кировская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Кировская область	персонал; Частные	наблюдательный совет / 08	0.0
Кировская область	персонал; Частные	попечительский совет / 06	0.0
Кировская область	персонал; Частные	управляющий совет / 07	0.0
Кировская область	персонал; Частные	ученый совет / 05	1.0
Костромская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	2.0
Костромская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	2.0
Костромская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	2.0
Костромская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	2.0
Костромская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	2.0
Костромская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	2.0
Костромская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	2.0
Костромская область	персонал; Государственные, Муниципальные	другие / 09	0.0
Костромская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Костромская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Костромская область	персонал; Государственные, Муниципальные	попечительский совет / 06	2.0
Костромская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Костромская область	персонал; Государственные, Муниципальные	ученый совет / 05	2.0
Краснодарский край	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	31.0
Краснодарский край	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	32.0
Краснодарский край	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	21.0
Краснодарский край	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	18.0
Краснодарский край	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	30.0
Краснодарский край	персонал; Государственные, Муниципальные	Студенческие советы / 10	31.0
Краснодарский край	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	25.0
Краснодарский край	персонал; Государственные, Муниципальные	другие / 09	15.0
Краснодарский край	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	18.0
Краснодарский край	персонал; Государственные, Муниципальные	наблюдательный совет / 08	1.0
Краснодарский край	персонал; Государственные, Муниципальные	попечительский совет / 06	9.0
Краснодарский край	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Краснодарский край	персонал; Государственные, Муниципальные	ученый совет / 05	27.0
Краснодарский край	персонал; Частные	Коллегиальные органы управления / 03	11.0
Краснодарский край	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	11.0
Краснодарский край	персонал; Частные	Профессиональные союзы работников / 12	2.0
Краснодарский край	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Краснодарский край	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	6.0
Краснодарский край	персонал; Частные	Студенческие советы / 10	10.0
Краснодарский край	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	9.0
Краснодарский край	персонал; Частные	другие / 09	6.0
Краснодарский край	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	5.0
Краснодарский край	персонал; Частные	наблюдательный совет / 08	1.0
Краснодарский край	персонал; Частные	попечительский совет / 06	1.0
Краснодарский край	персонал; Частные	управляющий совет / 07	2.0
Краснодарский край	персонал; Частные	ученый совет / 05	10.0
Красноярский край	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	11.0
Красноярский край	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	11.0
Красноярский край	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	10.0
Красноярский край	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	8.0
Красноярский край	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	11.0
Красноярский край	персонал; Государственные, Муниципальные	Студенческие советы / 10	11.0
Красноярский край	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	8.0
Красноярский край	персонал; Государственные, Муниципальные	другие / 09	5.0
Красноярский край	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	7.0
Красноярский край	персонал; Государственные, Муниципальные	наблюдательный совет / 08	1.0
Красноярский край	персонал; Государственные, Муниципальные	попечительский совет / 06	6.0
Красноярский край	персонал; Государственные, Муниципальные	управляющий совет / 07	2.0
Красноярский край	персонал; Государственные, Муниципальные	ученый совет / 05	10.0
Красноярский край	персонал; Частные	Коллегиальные органы управления / 03	2.0
Красноярский край	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	2.0
Красноярский край	персонал; Частные	Профессиональные союзы работников / 12	0.0
Красноярский край	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Красноярский край	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Красноярский край	персонал; Частные	Студенческие советы / 10	2.0
Красноярский край	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	2.0
Красноярский край	персонал; Частные	другие / 09	0.0
Красноярский край	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Красноярский край	персонал; Частные	наблюдательный совет / 08	0.0
Красноярский край	персонал; Частные	попечительский совет / 06	1.0
Красноярский край	персонал; Частные	управляющий совет / 07	0.0
Красноярский край	персонал; Частные	ученый совет / 05	2.0
Курганская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	5.0
Курганская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	5.0
Курганская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	4.0
Курганская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	3.0
Курганская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	5.0
Курганская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	5.0
Курганская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	5.0
Курганская область	персонал; Государственные, Муниципальные	другие / 09	1.0
Курганская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	4.0
Курганская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Курганская область	персонал; Государственные, Муниципальные	попечительский совет / 06	4.0
Курганская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Курганская область	персонал; Государственные, Муниципальные	ученый совет / 05	5.0
Курганская область	персонал; Частные	Коллегиальные органы управления / 03	1.0
Курганская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	1.0
Курганская область	персонал; Частные	Профессиональные союзы работников / 12	1.0
Курганская область	персонал; Частные	Профессиональные союзы студентов / 11	1.0
Курганская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	0.0
Курганская область	персонал; Частные	Студенческие советы / 10	1.0
Курганская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Курганская область	персонал; Частные	другие / 09	1.0
Курганская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Курганская область	персонал; Частные	наблюдательный совет / 08	0.0
Курганская область	персонал; Частные	попечительский совет / 06	0.0
Курганская область	персонал; Частные	управляющий совет / 07	0.0
Курганская область	персонал; Частные	ученый совет / 05	1.0
Курская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	6.0
Курская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	6.0
Курская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	5.0
Курская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	4.0
Курская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	6.0
Курская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	6.0
Курская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	6.0
Курская область	персонал; Государственные, Муниципальные	другие / 09	4.0
Курская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	4.0
Курская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	1.0
Курская область	персонал; Государственные, Муниципальные	попечительский совет / 06	3.0
Курская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Курская область	персонал; Государственные, Муниципальные	ученый совет / 05	6.0
Курская область	персонал; Частные	Коллегиальные органы управления / 03	4.0
Курская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	4.0
Курская область	персонал; Частные	Профессиональные союзы работников / 12	2.0
Курская область	персонал; Частные	Профессиональные союзы студентов / 11	1.0
Курская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	3.0
Курская область	персонал; Частные	Студенческие советы / 10	4.0
Курская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Курская область	персонал; Частные	другие / 09	1.0
Курская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Курская область	персонал; Частные	наблюдательный совет / 08	0.0
Курская область	персонал; Частные	попечительский совет / 06	1.0
Курская область	персонал; Частные	управляющий совет / 07	0.0
Курская область	персонал; Частные	ученый совет / 05	4.0
Ленинградская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	7.0
Ленинградская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	8.0
Ленинградская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	0.0
Ленинградская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	5.0
Ленинградская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	7.0
Ленинградская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	5.0
Ленинградская область	персонал; Государственные, Муниципальные	другие / 09	2.0
Ленинградская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Ленинградская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	1.0
Ленинградская область	персонал; Государственные, Муниципальные	попечительский совет / 06	1.0
Ленинградская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Ленинградская область	персонал; Государственные, Муниципальные	ученый совет / 05	5.0
Липецкая область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	6.0
Липецкая область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	6.0
Липецкая область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	4.0
Липецкая область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	3.0
Липецкая область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	6.0
Липецкая область	персонал; Государственные, Муниципальные	Студенческие советы / 10	6.0
Липецкая область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	5.0
Липецкая область	персонал; Государственные, Муниципальные	другие / 09	2.0
Липецкая область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	4.0
Липецкая область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Липецкая область	персонал; Государственные, Муниципальные	попечительский совет / 06	2.0
Липецкая область	персонал; Государственные, Муниципальные	управляющий совет / 07	1.0
Липецкая область	персонал; Государственные, Муниципальные	ученый совет / 05	6.0
Липецкая область	персонал; Частные	Коллегиальные органы управления / 03	4.0
Липецкая область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	4.0
Липецкая область	персонал; Частные	Профессиональные союзы работников / 12	1.0
Липецкая область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Липецкая область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	2.0
Липецкая область	персонал; Частные	Студенческие советы / 10	3.0
Липецкая область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	2.0
Липецкая область	персонал; Частные	другие / 09	3.0
Липецкая область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	3.0
Липецкая область	персонал; Частные	наблюдательный совет / 08	0.0
Липецкая область	персонал; Частные	попечительский совет / 06	0.0
Липецкая область	персонал; Частные	управляющий совет / 07	0.0
Липецкая область	персонал; Частные	ученый совет / 05	3.0
Магаданская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	1.0
Магаданская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	1.0
Магаданская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	1.0
Магаданская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	0.0
Магаданская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Магаданская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	1.0
Магаданская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Магаданская область	персонал; Государственные, Муниципальные	другие / 09	0.0
Магаданская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	0.0
Магаданская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	0.0
Магаданская область	персонал; Государственные, Муниципальные	попечительский совет / 06	1.0
Магаданская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Магаданская область	персонал; Государственные, Муниципальные	ученый совет / 05	1.0
Московская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	38.0
Московская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	40.0
Московская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	24.0
Московская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	14.0
Московская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	36.0
Московская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	37.0
Московская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	29.0
Московская область	персонал; Государственные, Муниципальные	другие / 09	10.0
Московская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	20.0
Московская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	4.0
Московская область	персонал; Государственные, Муниципальные	попечительский совет / 06	8.0
Московская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Московская область	персонал; Государственные, Муниципальные	ученый совет / 05	33.0
Московская область	персонал; Частные	Коллегиальные органы управления / 03	16.0
Московская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	19.0
Московская область	персонал; Частные	Профессиональные союзы работников / 12	4.0
Московская область	персонал; Частные	Профессиональные союзы студентов / 11	1.0
Московская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	15.0
Московская область	персонал; Частные	Студенческие советы / 10	19.0
Московская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	12.0
Московская область	персонал; Частные	другие / 09	7.0
Московская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	10.0
Московская область	персонал; Частные	наблюдательный совет / 08	0.0
Московская область	персонал; Частные	попечительский совет / 06	4.0
Московская область	персонал; Частные	управляющий совет / 07	0.0
Московская область	персонал; Частные	ученый совет / 05	10.0
Мурманская область	персонал; Государственные, Муниципальные	Коллегиальные органы управления / 03	5.0
Мурманская область	персонал; Государственные, Муниципальные	Лицензия на осуществление образовательной деятельности / 01	6.0
Мурманская область	персонал; Государственные, Муниципальные	Профессиональные союзы работников / 12	4.0
Мурманская область	персонал; Государственные, Муниципальные	Профессиональные союзы студентов / 11	3.0
Мурманская область	персонал; Государственные, Муниципальные	Свидетельство о государственной аккредитации образовательной деятельности / 02	6.0
Мурманская область	персонал; Государственные, Муниципальные	Студенческие советы / 10	5.0
Мурманская область	персонал; Государственные, Муниципальные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	5.0
Мурманская область	персонал; Государственные, Муниципальные	другие / 09	0.0
Мурманская область	персонал; Государственные, Муниципальные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Мурманская область	персонал; Государственные, Муниципальные	наблюдательный совет / 08	2.0
Мурманская область	персонал; Государственные, Муниципальные	попечительский совет / 06	2.0
Мурманская область	персонал; Государственные, Муниципальные	управляющий совет / 07	0.0
Мурманская область	персонал; Государственные, Муниципальные	ученый совет / 05	5.0
Мурманская область	персонал; Частные	Коллегиальные органы управления / 03	2.0
Мурманская область	персонал; Частные	Лицензия на осуществление образовательной деятельности / 01	3.0
Мурманская область	персонал; Частные	Профессиональные союзы работников / 12	0.0
Мурманская область	персонал; Частные	Профессиональные союзы студентов / 11	0.0
Мурманская область	персонал; Частные	Свидетельство о государственной аккредитации образовательной деятельности / 02	1.0
Мурманская область	персонал; Частные	Студенческие советы / 10	3.0
Мурманская область	персонал; Частные	в том числе: общее собрание (конференция) работников и  обучающихся образовательной организации / 04	1.0
Мурманская область	персонал; Частные	другие / 09	1.0
Мурманская область	персонал; Частные	из строки 03 – с участием общественности (работодателей) / 13	1.0
Мурманская область	персонал; Частные	наблюдательный совет / 08	0.0
