region	tags	indicator	Всего (сумма граф 4-9) / 3	из гр. 3 - имеют общий стаж работы, лет / до 3 / 4	из гр. 3 - имеют общий стаж работы, лет / от 3 до 5 / 5	из гр. 3 - имеют общий стаж работы, лет / от 5 до 10 / 6	из гр. 3 - имеют общий стаж работы, лет / от 10 до 15 / 7	из гр. 3 - имеют общий стаж работы, лет / от 15 до 20 / 8	из гр. 3 - имеют общий стаж работы, лет / 20 и более / 9	Из гр. 3 имеют педагогический стаж работы, всего (сумма гр.11-16) / 10	из гр. 10 - имеют педагогический стаж работы, лет / до 3 / 11	из гр. 10 - имеют педагогический стаж работы, лет / от 3 до 5 / 12	из гр. 10 - имеют педагогический стаж работы, лет / от 5 до 10 / 13	из гр. 10 - имеют педагогический стаж работы, лет / от 10 до 15 / 14	из гр. 10 - имеют педагогический стаж работы, лет / от 15 до 20 / 15	из гр. 10 - имеют педагогический стаж работы, лет / 20 и более / 16	Не имеют педагоги-ческого стажа работы / 17
Красноярский край	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Красноярский край	персонал; Частные	учебно-вспомогательный персонал / 23	27.0	4.0	2.0	4.0	2.0	5.0	10.0	8.0	0.0	4.0	0.0	1.0	2.0	1.0	19.0
Курганская область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	32.0	2.0	1.0	10.0	6.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	1161.0	52.0	20.0	77.0	111.0	163.0	738.0	511.0	10.0	11.0	33.0	60.0	100.0	297.0	650.0
Курганская область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	95.0	2.0	1.0	10.0	12.0	20.0	50.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	94.0
Курганская область	персонал; Государственные, Муниципальные	ассистенты / 17	5.0	1.0	1.0	3.0	0.0	0.0	0.0	5.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	470.0	1.0	2.0	17.0	40.0	76.0	334.0	470.0	7.0	10.0	25.0	55.0	96.0	277.0	0.0
Курганская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	6.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	116.0	1.0	0.0	7.0	12.0	18.0	78.0	26.0	0.0	0.0	6.0	4.0	4.0	12.0	90.0
Курганская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Курганская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	директор филиала / 06	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Курганская область	персонал; Государственные, Муниципальные	директора институтов / 12	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Курганская область	персонал; Государственные, Муниципальные	доценты / 14	284.0	0.0	1.0	5.0	23.0	50.0	205.0	284.0	0.0	2.0	10.0	31.0	66.0	175.0	0.0
Курганская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	47.0	0.0	0.0	1.0	1.0	9.0	36.0	47.0	0.0	0.0	2.0	1.0	9.0	35.0	0.0
Курганская область	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	470.0	1.0	2.0	17.0	40.0	76.0	334.0	470.0	7.0	10.0	25.0	55.0	96.0	277.0	0.0
Курганская область	персонал; Государственные, Муниципальные	из них:  ректор / 03	3.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
Курганская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	41.0	10.0	3.0	8.0	5.0	4.0	11.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	40.0
Курганская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	иные педагогические работники / 18	15.0	0.0	3.0	3.0	1.0	1.0	7.0	7.0	0.0	1.0	2.0	0.0	0.0	4.0	8.0
Курганская область	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	научные работники / 19	10.0	5.0	0.0	0.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0
Курганская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	215.0	8.0	8.0	20.0	21.0	20.0	138.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	214.0
Курганская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	485.0	1.0	5.0	20.0	41.0	77.0	341.0	477.0	7.0	11.0	27.0	55.0	96.0	281.0	8.0
Курганская область	персонал; Государственные, Муниципальные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	преподаватели / 16	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	производственный персонал / 22	26.0	0.0	0.0	5.0	3.0	4.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
Курганская область	персонал; Государственные, Муниципальные	проректоры / 05	9.0	0.0	0.0	0.0	1.0	3.0	5.0	8.0	0.0	0.0	0.0	1.0	2.0	5.0	1.0
Курганская область	персонал; Государственные, Муниципальные	профессора / 13	37.0	0.0	0.0	0.0	0.0	0.0	37.0	37.0	0.0	0.0	0.0	1.0	3.0	33.0	0.0
Курганская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	4.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	13.0	1.0	0.0	5.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	6.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	старшие преподаватели / 15	93.0	0.0	0.0	7.0	16.0	17.0	53.0	93.0	3.0	7.0	12.0	22.0	17.0	32.0	0.0
Курганская область	персонал; Государственные, Муниципальные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	173.0	25.0	3.0	7.0	15.0	20.0	103.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	171.0
Курганская область	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	15.0	0.0	1.0	1.0	1.0	3.0	9.0	9.0	0.0	0.0	1.0	1.0	3.0	4.0	6.0
Курганская область	персонал; Частные	административно-хозяйственный персонал / 21	3.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
Курганская область	персонал; Частные	ассистенты / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	7.0	0.0	0.0	1.0	0.0	2.0	4.0	7.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0
Курганская область	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	в том числе:  руководящий персонал - всего / 02	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Курганская область	персонал; Частные	в том числе: деканы факультетов / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	директор филиала / 06	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Курганская область	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	доценты / 14	4.0	0.0	0.0	1.0	0.0	1.0	2.0	4.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0
Курганская область	персонал; Частные	заведующие кафедрами / 11	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Курганская область	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	7.0	0.0	0.0	1.0	0.0	2.0	4.0	7.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0
Курганская область	персонал; Частные	из них:  ректор / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	инженерно-технический персонал / 20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	научные работники / 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	обслуживающий персонал / 24	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Курганская область	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	7.0	0.0	0.0	1.0	0.0	2.0	4.0	7.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0
Курганская область	персонал; Частные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	преподаватели / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	проректоры / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	профессора / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	специалисты по базам данных и сетям / 28	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	специалисты-техники по телекоммуникациям и радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	старшие преподаватели / 15	2.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Курганская область	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курганская область	персонал; Частные	учебно-вспомогательный персонал / 23	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Курская область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	81.0	8.0	11.0	20.0	14.0	10.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	3752.0	403.0	216.0	436.0	446.0	498.0	1753.0	1796.0	124.0	84.0	221.0	272.0	307.0	788.0	1956.0
Курская область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	373.0	57.0	21.0	46.0	46.0	63.0	140.0	33.0	3.0	4.0	6.0	7.0	5.0	8.0	340.0
Курская область	персонал; Государственные, Муниципальные	ассистенты / 17	180.0	42.0	29.0	61.0	24.0	17.0	7.0	173.0	40.0	30.0	57.0	22.0	17.0	7.0	7.0
Курская область	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	1595.0	66.0	50.0	163.0	191.0	268.0	857.0	1588.0	95.0	68.0	184.0	234.0	275.0	732.0	7.0
Курская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	13.0	0.0	2.0	2.0	4.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	184.0	1.0	10.0	17.0	22.0	23.0	111.0	55.0	6.0	2.0	10.0	9.0	12.0	16.0	129.0
Курская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	28.0	0.0	0.0	0.0	2.0	3.0	23.0	28.0	0.0	0.0	0.0	4.0	4.0	20.0	0.0
Курская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	директор филиала / 06	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Курская область	персонал; Государственные, Муниципальные	директора институтов / 12	4.0	0.0	0.0	0.0	1.0	0.0	3.0	4.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0
Курская область	персонал; Государственные, Муниципальные	доценты / 14	840.0	0.0	3.0	59.0	102.0	164.0	512.0	840.0	5.0	14.0	86.0	143.0	162.0	430.0	0.0
Курская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	143.0	0.0	0.0	0.0	8.0	23.0	112.0	143.0	0.0	0.0	3.0	13.0	28.0	99.0	0.0
Курская область	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	1559.0	64.0	50.0	160.0	183.0	264.0	838.0	1552.0	90.0	68.0	183.0	228.0	273.0	710.0	7.0
Курская область	персонал; Государственные, Муниципальные	из них:  ректор / 03	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0
Курская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	137.0	22.0	16.0	22.0	17.0	12.0	48.0	9.0	4.0	1.0	2.0	1.0	0.0	1.0	128.0
Курская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	инженеры-электроники / 29	11.0	1.0	1.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	иные педагогические работники / 18	3.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	научные работники / 19	121.0	14.0	15.0	24.0	19.0	9.0	40.0	51.0	7.0	3.0	7.0	6.0	8.0	20.0	70.0
Курская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	571.0	98.0	42.0	73.0	63.0	46.0	249.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	570.0
Курская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	1598.0	66.0	50.0	163.0	191.0	268.0	860.0	1591.0	95.0	68.0	186.0	235.0	275.0	732.0	7.0
Курская область	персонал; Государственные, Муниципальные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	преподаватели / 16	71.0	18.0	15.0	17.0	9.0	9.0	3.0	71.0	35.0	13.0	8.0	5.0	7.0	3.0	0.0
Курская область	персонал; Государственные, Муниципальные	производственный персонал / 22	129.0	7.0	10.0	15.0	10.0	13.0	74.0	4.0	1.0	0.0	1.0	1.0	0.0	1.0	125.0
Курская область	персонал; Государственные, Муниципальные	проректоры / 05	17.0	0.0	0.0	0.0	1.0	5.0	11.0	14.0	1.0	0.0	0.0	2.0	8.0	3.0	3.0
Курская область	персонал; Государственные, Муниципальные	профессора / 13	176.0	0.0	0.0	0.0	13.0	20.0	143.0	176.0	0.0	0.0	3.0	16.0	32.0	125.0	0.0
Курская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	18.0	5.0	4.0	7.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	9.0	1.0	0.0	3.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	23.0	1.0	2.0	7.0	5.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	старшие преподаватели / 15	117.0	4.0	3.0	23.0	24.0	28.0	35.0	117.0	10.0	11.0	26.0	24.0	22.0	24.0	0.0
Курская область	персонал; Государственные, Муниципальные	техники-электроники / 34	4.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	639.0	138.0	52.0	76.0	78.0	64.0	231.0	52.0	8.0	6.0	9.0	12.0	7.0	10.0	587.0
Курская область	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	7.0	2.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	180.0	4.0	3.0	9.0	28.0	29.0	107.0	105.0	1.0	5.0	13.0	16.0	27.0	43.0	75.0
Курская область	персонал; Частные	административно-хозяйственный персонал / 21	16.0	0.0	0.0	3.0	2.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
Курская область	персонал; Частные	ассистенты / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	80.0	0.0	0.0	1.0	15.0	17.0	47.0	80.0	1.0	4.0	8.0	13.0	19.0	35.0	0.0
Курская область	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	в том числе:  руководящий персонал - всего / 02	22.0	1.0	1.0	3.0	2.0	4.0	11.0	16.0	0.0	1.0	3.0	0.0	6.0	6.0	6.0
Курская область	персонал; Частные	в том числе: деканы факультетов / 10	5.0	0.0	0.0	0.0	0.0	1.0	4.0	5.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0
Курская область	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	директор филиала / 06	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Курская область	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	доценты / 14	43.0	0.0	0.0	0.0	6.0	8.0	29.0	43.0	0.0	0.0	5.0	8.0	9.0	21.0	0.0
Курская область	персонал; Частные	заведующие кафедрами / 11	8.0	0.0	0.0	0.0	0.0	3.0	5.0	8.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0
Курская область	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	80.0	0.0	0.0	1.0	15.0	17.0	47.0	80.0	1.0	4.0	8.0	13.0	19.0	35.0	0.0
Курская область	персонал; Частные	из них:  ректор / 03	3.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
Курская область	персонал; Частные	инженерно-технический персонал / 20	12.0	2.0	0.0	0.0	2.0	1.0	7.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	11.0
Курская область	персонал; Частные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	научные работники / 19	3.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
Курская область	персонал; Частные	обслуживающий персонал / 24	18.0	0.0	0.0	1.0	1.0	1.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
Курская область	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	80.0	0.0	0.0	1.0	15.0	17.0	47.0	80.0	1.0	4.0	8.0	13.0	19.0	35.0	0.0
Курская область	персонал; Частные	президент / 04	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Курская область	персонал; Частные	преподаватели / 16	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
Курская область	персонал; Частные	производственный персонал / 22	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Курская область	персонал; Частные	проректоры / 05	8.0	0.0	0.0	2.0	1.0	2.0	3.0	6.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0
Курская область	персонал; Частные	профессора / 13	10.0	0.0	0.0	1.0	0.0	3.0	6.0	10.0	0.0	0.0	2.0	1.0	2.0	5.0	0.0
Курская область	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Курская область	персонал; Частные	специалисты по базам данных и сетям / 28	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
