region	tags	indicator	Всего (сумма граф 4-9) / 3	из гр. 3 - имеют общий стаж работы, лет / до 3 / 4	из гр. 3 - имеют общий стаж работы, лет / от 3 до 5 / 5	из гр. 3 - имеют общий стаж работы, лет / от 5 до 10 / 6	из гр. 3 - имеют общий стаж работы, лет / от 10 до 15 / 7	из гр. 3 - имеют общий стаж работы, лет / от 15 до 20 / 8	из гр. 3 - имеют общий стаж работы, лет / 20 и более / 9	Из гр. 3 имеют педагогический стаж работы, всего (сумма гр.11-16) / 10	из гр. 10 - имеют педагогический стаж работы, лет / до 3 / 11	из гр. 10 - имеют педагогический стаж работы, лет / от 3 до 5 / 12	из гр. 10 - имеют педагогический стаж работы, лет / от 5 до 10 / 13	из гр. 10 - имеют педагогический стаж работы, лет / от 10 до 15 / 14	из гр. 10 - имеют педагогический стаж работы, лет / от 15 до 20 / 15	из гр. 10 - имеют педагогический стаж работы, лет / 20 и более / 16	Не имеют педагоги-ческого стажа работы / 17
Хабаровский край	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	157.0	0.0	0.0	0.0	2.0	13.0	142.0	149.0	2.0	3.0	4.0	7.0	18.0	115.0	8.0
Хабаровский край	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	1819.0	25.0	31.0	94.0	168.0	263.0	1238.0	1755.0	92.0	78.0	160.0	217.0	255.0	953.0	64.0
Хабаровский край	персонал; Государственные, Муниципальные	из них:  ректор / 03	8.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	1.0	0.0	1.0	0.0	2.0	4.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	234.0	38.0	18.0	24.0	28.0	20.0	106.0	24.0	6.0	8.0	7.0	2.0	0.0	1.0	210.0
Хабаровский край	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	12.0	1.0	2.0	3.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	инженеры-электроники / 29	3.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	иные педагогические работники / 18	62.0	6.0	1.0	7.0	5.0	11.0	32.0	45.0	7.0	4.0	6.0	8.0	5.0	15.0	17.0
Хабаровский край	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	научные работники / 19	47.0	11.0	1.0	5.0	2.0	3.0	25.0	34.0	8.0	1.0	0.0	6.0	2.0	17.0	13.0
Хабаровский край	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	634.0	25.0	9.0	29.0	43.0	55.0	473.0	15.0	2.0	1.0	2.0	4.0	1.0	5.0	619.0
Хабаровский край	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	1897.0	31.0	32.0	101.0	173.0	277.0	1283.0	1816.0	99.0	83.0	166.0	229.0	262.0	977.0	81.0
Хабаровский край	персонал; Государственные, Муниципальные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	преподаватели / 16	74.0	11.0	10.0	13.0	13.0	4.0	23.0	72.0	32.0	15.0	8.0	8.0	2.0	7.0	2.0
Хабаровский край	персонал; Государственные, Муниципальные	производственный персонал / 22	25.0	0.0	1.0	2.0	4.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
Хабаровский край	персонал; Государственные, Муниципальные	проректоры / 05	33.0	0.0	0.0	0.0	0.0	3.0	30.0	24.0	1.0	1.0	3.0	0.0	3.0	16.0	9.0
Хабаровский край	персонал; Государственные, Муниципальные	профессора / 13	157.0	0.0	0.0	0.0	3.0	2.0	152.0	150.0	0.0	1.0	1.0	5.0	9.0	134.0	7.0
Хабаровский край	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	24.0	6.0	0.0	4.0	6.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	37.0	7.0	4.0	4.0	9.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	7.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и радиовещанию / 33	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	старшие преподаватели / 15	455.0	2.0	14.0	54.0	75.0	96.0	214.0	443.0	12.0	33.0	87.0	90.0	76.0	145.0	12.0
Хабаровский край	персонал; Государственные, Муниципальные	техники-электроники / 34	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	565.0	73.0	26.0	52.0	47.0	70.0	297.0	87.0	18.0	18.0	18.0	16.0	3.0	14.0	478.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	121.0	11.0	8.0	25.0	22.0	19.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	2635.0	199.0	126.0	304.0	325.0	390.0	1291.0	1226.0	97.0	69.0	178.0	168.0	208.0	506.0	1409.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	242.0	25.0	15.0	35.0	37.0	58.0	72.0	11.0	3.0	2.0	2.0	3.0	1.0	0.0	231.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	ассистенты / 17	39.0	16.0	12.0	7.0	2.0	1.0	1.0	39.0	31.0	4.0	3.0	0.0	0.0	1.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	1002.0	21.0	28.0	96.0	103.0	150.0	604.0	1002.0	64.0	42.0	139.0	128.0	184.0	445.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	16.0	0.0	0.0	1.0	4.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	217.0	0.0	3.0	17.0	26.0	43.0	128.0	77.0	7.0	4.0	13.0	13.0	10.0	30.0	140.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	10.0	0.0	0.0	0.0	1.0	3.0	6.0	10.0	0.0	1.0	0.0	2.0	2.0	5.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	11.0	0.0	0.0	2.0	4.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	директор филиала / 06	4.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	директора институтов / 12	5.0	0.0	0.0	0.0	0.0	1.0	4.0	5.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	доценты / 14	492.0	0.0	1.0	12.0	34.0	83.0	362.0	492.0	5.0	6.0	39.0	60.0	116.0	266.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	73.0	0.0	0.0	0.0	0.0	11.0	62.0	73.0	0.0	0.0	1.0	4.0	15.0	53.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	1002.0	21.0	28.0	96.0	103.0	150.0	604.0	1002.0	64.0	42.0	139.0	128.0	184.0	445.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	из них:  ректор / 03	5.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	161.0	17.0	18.0	39.0	22.0	20.0	45.0	15.0	4.0	6.0	1.0	2.0	2.0	0.0	146.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	8.0	0.0	0.0	3.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	инженеры-электроники / 29	10.0	2.0	1.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	иные педагогические работники / 18	31.0	7.0	0.0	3.0	2.0	2.0	17.0	9.0	2.0	0.0	0.0	1.0	1.0	5.0	22.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	научные работники / 19	53.0	1.0	4.0	11.0	5.0	8.0	24.0	48.0	7.0	4.0	5.0	8.0	4.0	20.0	5.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	256.0	10.0	4.0	15.0	32.0	22.0	173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	1033.0	28.0	28.0	99.0	105.0	152.0	621.0	1011.0	66.0	42.0	139.0	129.0	185.0	450.0	22.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	президент / 04	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	преподаватели / 16	66.0	5.0	9.0	27.0	14.0	5.0	6.0	66.0	21.0	12.0	20.0	6.0	2.0	5.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	производственный персонал / 22	6.0	4.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	проректоры / 05	27.0	0.0	0.0	1.0	0.0	3.0	23.0	18.0	1.0	1.0	2.0	1.0	5.0	8.0	9.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	профессора / 13	86.0	0.0	0.0	0.0	0.0	0.0	86.0	86.0	0.0	0.0	1.0	1.0	9.0	75.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	38.0	7.0	4.0	7.0	6.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	23.0	2.0	0.0	3.0	3.0	3.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	13.0	0.0	3.0	5.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и радиовещанию / 33	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	старшие преподаватели / 15	231.0	0.0	6.0	50.0	52.0	46.0	77.0	231.0	7.0	19.0	75.0	55.0	39.0	36.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	667.0	114.0	54.0	88.0	97.0	86.0	228.0	64.0	10.0	11.0	18.0	13.0	6.0	6.0	603.0
Челябинская область	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	272.0	46.0	23.0	34.0	34.0	38.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	10925.0	801.0	451.0	946.0	1145.0	1461.0	6121.0	4783.0	298.0	186.0	533.0	636.0	846.0	2284.0	6142.0
Челябинская область	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	1239.0	83.0	55.0	145.0	149.0	190.0	617.0	150.0	22.0	20.0	30.0	15.0	23.0	40.0	1089.0
Челябинская область	персонал; Государственные, Муниципальные	ассистенты / 17	116.0	14.0	22.0	36.0	17.0	10.0	17.0	110.0	51.0	17.0	17.0	13.0	7.0	5.0	6.0
Челябинская область	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	3888.0	50.0	60.0	241.0	391.0	587.0	2559.0	3869.0	154.0	104.0	353.0	510.0	732.0	2016.0	19.0
Челябинская область	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	38.0	1.0	0.0	1.0	6.0	8.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	516.0	6.0	8.0	28.0	54.0	80.0	340.0	220.0	18.0	14.0	37.0	35.0	34.0	82.0	296.0
Челябинская область	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	42.0	0.0	0.0	0.0	0.0	5.0	37.0	42.0	0.0	0.0	0.0	3.0	9.0	30.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	13.0	3.0	3.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	директор филиала / 06	10.0	0.0	0.0	0.0	0.0	1.0	9.0	9.0	0.0	0.0	1.0	0.0	3.0	5.0	1.0
Челябинская область	персонал; Государственные, Муниципальные	директора институтов / 12	26.0	0.0	0.0	0.0	1.0	4.0	21.0	26.0	0.0	0.0	0.0	4.0	7.0	15.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	доценты / 14	2074.0	2.0	4.0	57.0	212.0	376.0	1423.0	2073.0	17.0	22.0	149.0	302.0	473.0	1110.0	1.0
Челябинская область	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	293.0	0.0	0.0	2.0	9.0	37.0	245.0	293.0	1.0	1.0	6.0	20.0	51.0	214.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	3852.0	50.0	60.0	240.0	388.0	582.0	2532.0	3833.0	154.0	103.0	343.0	508.0	729.0	1996.0	19.0
Челябинская область	персонал; Государственные, Муниципальные	из них:  ректор / 03	10.0	0.0	0.0	0.0	1.0	1.0	8.0	10.0	0.0	0.0	1.0	0.0	1.0	8.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	286.0	39.0	18.0	37.0	43.0	40.0	109.0	33.0	10.0	4.0	8.0	5.0	2.0	4.0	253.0
Челябинская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	инженеры-электроники / 29	26.0	1.0	2.0	3.0	5.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	иные педагогические работники / 18	50.0	7.0	9.0	12.0	9.0	6.0	7.0	24.0	6.0	1.0	4.0	6.0	1.0	6.0	26.0
Челябинская область	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	12.0	2.0	0.0	1.0	1.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	научные работники / 19	311.0	70.0	27.0	43.0	41.0	29.0	101.0	185.0	37.0	17.0	34.0	18.0	15.0	64.0	126.0
Челябинская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	2669.0	162.0	169.0	247.0	307.0	337.0	1447.0	47.0	10.0	4.0	10.0	11.0	4.0	8.0	2622.0
Челябинская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	3938.0	57.0	69.0	253.0	400.0	593.0	2566.0	3893.0	160.0	105.0	357.0	516.0	733.0	2022.0	45.0
Челябинская область	персонал; Государственные, Муниципальные	президент / 04	3.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	преподаватели / 16	140.0	30.0	21.0	30.0	21.0	11.0	27.0	133.0	55.0	16.0	24.0	18.0	11.0	9.0	7.0
Челябинская область	персонал; Государственные, Муниципальные	производственный персонал / 22	39.0	3.0	1.0	1.0	2.0	4.0	28.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	38.0
Челябинская область	персонал; Государственные, Муниципальные	проректоры / 05	39.0	0.0	0.0	0.0	3.0	3.0	33.0	33.0	2.0	3.0	1.0	0.0	5.0	22.0	6.0
Челябинская область	персонал; Государственные, Муниципальные	профессора / 13	470.0	0.0	0.0	3.0	6.0	16.0	445.0	470.0	0.0	0.0	7.0	17.0	47.0	399.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	74.0	21.0	7.0	13.0	6.0	13.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	45.0	3.0	4.0	7.0	8.0	5.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	39.0	9.0	2.0	5.0	3.0	5.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и радиовещанию / 33	18.0	5.0	4.0	2.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	старшие преподаватели / 15	691.0	4.0	13.0	112.0	122.0	123.0	317.0	686.0	30.0	47.0	140.0	131.0	124.0	214.0	5.0
Челябинская область	персонал; Государственные, Муниципальные	техники-электроники / 34	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	1927.0	381.0	104.0	192.0	149.0	188.0	913.0	254.0	41.0	21.0	57.0	36.0	35.0	64.0	1673.0
Челябинская область	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	11.0	1.0	2.0	0.0	4.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	368.0	14.0	16.0	22.0	51.0	43.0	222.0	184.0	13.0	15.0	19.0	29.0	37.0	71.0	184.0
Челябинская область	персонал; Частные	административно-хозяйственный персонал / 21	56.0	4.0	1.0	5.0	6.0	5.0	35.0	11.0	4.0	2.0	0.0	3.0	0.0	2.0	45.0
Челябинская область	персонал; Частные	ассистенты / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	137.0	2.0	4.0	9.0	18.0	20.0	84.0	135.0	6.0	8.0	15.0	17.0	31.0	58.0	2.0
Челябинская область	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	в том числе:  руководящий персонал - всего / 02	15.0	0.0	0.0	0.0	1.0	1.0	13.0	11.0	0.0	1.0	0.0	1.0	2.0	7.0	4.0
Челябинская область	персонал; Частные	в том числе: деканы факультетов / 10	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Челябинская область	персонал; Частные	графические и мультимедийные дизайнеры / 31	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	директор филиала / 06	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
Челябинская область	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	доценты / 14	88.0	1.0	0.0	3.0	12.0	13.0	59.0	88.0	2.0	4.0	8.0	12.0	21.0	41.0	0.0
Челябинская область	персонал; Частные	заведующие кафедрами / 11	13.0	0.0	0.0	0.0	1.0	3.0	9.0	13.0	0.0	0.0	1.0	2.0	5.0	5.0	0.0
Челябинская область	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	137.0	2.0	4.0	9.0	18.0	20.0	84.0	135.0	6.0	8.0	15.0	17.0	31.0	58.0	2.0
Челябинская область	персонал; Частные	из них:  ректор / 03	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Челябинская область	персонал; Частные	инженерно-технический персонал / 20	17.0	1.0	1.0	0.0	5.0	1.0	9.0	4.0	1.0	0.0	0.0	2.0	0.0	1.0	13.0
Челябинская область	персонал; Частные	инженеры по телекоммуникациям / 30	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	инженеры-электроники / 29	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	научные работники / 19	4.0	0.0	0.0	0.0	3.0	1.0	0.0	4.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0
Челябинская область	персонал; Частные	обслуживающий персонал / 24	60.0	0.0	1.0	3.0	5.0	4.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0
Челябинская область	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	137.0	2.0	4.0	9.0	18.0	20.0	84.0	135.0	6.0	8.0	15.0	17.0	31.0	58.0	2.0
Челябинская область	персонал; Частные	президент / 04	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Челябинская область	персонал; Частные	преподаватели / 16	7.0	1.0	1.0	2.0	2.0	0.0	1.0	5.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0
Челябинская область	персонал; Частные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	проректоры / 05	10.0	0.0	0.0	0.0	1.0	1.0	8.0	7.0	0.0	1.0	0.0	0.0	1.0	5.0	3.0
Челябинская область	персонал; Частные	профессора / 13	9.0	0.0	0.0	0.0	1.0	0.0	8.0	9.0	0.0	0.0	0.0	1.0	2.0	6.0	0.0
Челябинская область	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	специалисты по базам данных и сетям / 28	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	специалисты-техники по телекоммуникациям и радиовещанию / 33	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	старшие преподаватели / 15	19.0	0.0	3.0	4.0	2.0	4.0	6.0	19.0	1.0	4.0	4.0	2.0	3.0	5.0	0.0
Челябинская область	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Челябинская область	персонал; Частные	учебно-вспомогательный персонал / 23	79.0	7.0	9.0	5.0	13.0	11.0	34.0	19.0	2.0	3.0	4.0	4.0	3.0	3.0	60.0
Чеченская Республика	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	60.0	11.0	15.0	15.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
