region	tags	indicator	Число ставок по штату, единиц / 3	Фактически занято, единиц / всего / 4	Фактически занято, единиц / работниками списочного состава / 5	Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек / 6	Принято работников, человек / всего / 7	Принято работников, человек / из них выпускники: / со средним профессиональ-ным образованием по программам подготовки специалистов среднего звена / 8	Принято работников, человек / из них выпускники: / с высшим образованием / 9	Выбыло работников, человек / всего / 10	Выбыло работников, человек / из них по собственному желанию / 11	Численность работников на начало отчетного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек / 12
Пензенская область	персонал; Государственные, Муниципальные	из них:  ректор / 03	4.0	4.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0
Пензенская область	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	316.6	270.0	267.5	253.0	22.0	0.0	1.0	30.0	27.0	239.0
Пензенская область	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	19.0	15.5	15.0	13.0	2.0	0.0	2.0	0.0	0.0	15.0
Пензенская область	персонал; Государственные, Муниципальные	инженеры-электроники / 29	14.0	10.0	10.0	11.0	1.0	0.0	0.0	2.0	2.0	10.0
Пензенская область	персонал; Государственные, Муниципальные	иные педагогические работники / 18	33.2	28.2	23.2	27.0	1.0	0.0	0.0	10.0	10.0	18.0
Пензенская область	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
Пензенская область	персонал; Государственные, Муниципальные	научные работники / 19	65.55	43.5	37.1	25.0	12.0	0.0	0.0	9.0	1.0	33.0
Пензенская область	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	528.65	411.9	402.0	399.0	93.0	6.0	0.0	121.0	78.0	367.0
Пензенская область	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	1644.6	1563.25	1465.3	1636.0	55.0	0.0	12.0	119.0	86.0	1572.0
Пензенская область	персонал; Государственные, Муниципальные	президент / 04	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Пензенская область	персонал; Государственные, Муниципальные	преподаватели / 16	29.05	25.6	24.25	24.0	2.0	0.0	1.0	0.0	0.0	26.0
Пензенская область	персонал; Государственные, Муниципальные	производственный персонал / 22	53.1	34.1	34.1	29.0	6.0	0.0	0.0	0.0	0.0	35.0
Пензенская область	персонал; Государственные, Муниципальные	проректоры / 05	19.0	19.0	19.0	18.0	2.0	0.0	0.0	2.0	1.0	19.0
Пензенская область	персонал; Государственные, Муниципальные	профессора / 13	152.77	146.5	137.7	175.0	0.0	0.0	0.0	17.0	14.0	163.0
Пензенская область	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	26.0	22.5	22.0	25.0	0.0	0.0	0.0	3.0	3.0	22.0
Пензенская область	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	39.0	36.25	36.25	32.0	7.0	0.0	7.0	2.0	2.0	37.0
Пензенская область	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	3.0	3.0	3.0	4.0	0.0	0.0	0.0	1.0	1.0	3.0
Пензенская область	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	6.0	4.5	4.0	8.0	1.0	0.0	0.0	2.0	2.0	7.0
Пензенская область	персонал; Государственные, Муниципальные	старшие преподаватели / 15	240.28	230.1	217.35	256.0	9.0	0.0	0.0	23.0	12.0	241.0
Пензенская область	персонал; Государственные, Муниципальные	техники-электроники / 34	5.0	3.0	3.0	5.0	3.0	0.0	0.0	3.0	3.0	5.0
Пензенская область	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	814.05	688.0	670.0	634.0	101.0	4.0	29.0	114.0	77.0	618.0
Пензенская область	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	3.0	2.75	2.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Пензенская область	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	84.45	79.95	68.7	87.0	23.0	0.0	23.0	24.0	6.0	86.0
Пензенская область	персонал; Частные	административно-хозяйственный персонал / 21	6.0	6.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0
Пензенская область	персонал; Частные	ассистенты / 17	1.0	0.5	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	22.45	20.7	14.45	29.0	19.0	0.0	19.0	15.0	3.0	29.0
Пензенская область	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	в том числе:  руководящий персонал - всего / 02	13.0	13.0	12.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0
Пензенская область	персонал; Частные	в том числе: деканы факультетов / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	директор филиала / 06	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Пензенская область	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	доценты / 14	12.05	11.3	7.8	17.0	11.0	0.0	11.0	3.0	3.0	17.0
Пензенская область	персонал; Частные	заведующие кафедрами / 11	1.05	1.05	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	22.45	20.7	14.45	29.0	19.0	0.0	19.0	3.0	3.0	29.0
Пензенская область	персонал; Частные	из них:  ректор / 03	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Пензенская область	персонал; Частные	инженерно-технический персонал / 20	5.0	4.75	4.75	4.0	1.0	0.0	1.0	0.0	0.0	5.0
Пензенская область	персонал; Частные	инженеры по телекоммуникациям / 30	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Пензенская область	персонал; Частные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	научные работники / 19	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	обслуживающий персонал / 24	15.0	14.0	13.0	15.0	0.0	0.0	0.0	4.0	0.0	13.0
Пензенская область	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	22.45	20.7	14.45	29.0	19.0	0.0	19.0	15.0	3.0	29.0
Пензенская область	персонал; Частные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	преподаватели / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	проректоры / 05	4.0	3.25	3.25	3.0	0.0	0.0	0.0	0.0	0.0	3.0
Пензенская область	персонал; Частные	профессора / 13	3.95	3.7	2.45	6.0	2.0	0.0	2.0	0.0	0.0	6.0
Пензенская область	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	специалисты по базам данных и сетям / 28	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Пензенская область	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	1.0	0.75	0.75	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Пензенская область	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	старшие преподаватели / 15	4.4	4.15	3.15	6.0	4.0	0.0	4.0	0.0	0.0	6.0
Пензенская область	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	персонал; Частные	учебно-вспомогательный персонал / 23	22.0	20.5	19.5	21.0	3.0	0.0	3.0	5.0	3.0	21.0
Пермский край	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	167.55	148.95	131.95	149.0	23.0	2.0	10.0	18.0	14.0	155.0
Пермский край	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	9686.37	8553.29	7165.87	8440.0	1648.0	61.0	627.0	1845.0	858.0	8243.0
Пермский край	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	1462.89	1362.14	1165.9	1264.0	246.0	1.0	133.0	245.0	133.0	1270.0
Пермский край	персонал; Государственные, Муниципальные	ассистенты / 17	218.65	171.51	102.02	153.0	40.0	0.0	18.0	38.0	17.0	155.0
Пермский край	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	3580.74	3094.79	2483.44	3039.0	385.0	0.0	269.0	477.0	185.0	2939.0
Пермский край	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	35.0	33.0	31.5	33.0	7.0	0.0	4.0	5.0	4.0	35.0
Пермский край	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	314.52	282.9	268.6	227.0	69.0	0.0	23.0	21.0	14.0	278.0
Пермский край	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	53.86	49.95	46.45	50.0	6.0	0.0	2.0	5.0	2.0	51.0
Пермский край	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	3.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Государственные, Муниципальные	директор филиала / 06	8.0	7.0	6.0	9.0	1.0	0.0	1.0	2.0	0.0	8.0
Пермский край	персонал; Государственные, Муниципальные	директора институтов / 12	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
Пермский край	персонал; Государственные, Муниципальные	доценты / 14	1855.44	1647.4	1338.99	1640.0	183.0	0.0	145.0	255.0	83.0	1559.0
Пермский край	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	266.07	242.18	227.88	231.0	17.0	0.0	8.0	17.0	4.0	229.0
Пермский край	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	3527.74	3039.59	2453.44	3003.0	379.0	0.0	269.0	474.0	182.0	2900.0
Пермский край	персонал; Государственные, Муниципальные	из них:  ректор / 03	8.0	7.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	6.0
Пермский край	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	207.4	180.45	167.25	163.0	72.0	2.0	15.0	39.0	20.0	196.0
Пермский край	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	10.3	9.3	8.8	13.0	0.0	0.0	0.0	1.0	1.0	12.0
Пермский край	персонал; Государственные, Муниципальные	инженеры-электроники / 29	28.5	27.0	25.8	26.0	2.0	0.0	0.0	0.0	0.0	28.0
Пермский край	персонал; Государственные, Муниципальные	иные педагогические работники / 18	144.43	136.62	65.62	76.0	16.0	4.0	6.0	19.0	11.0	74.0
Пермский край	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Государственные, Муниципальные	научные работники / 19	220.47	158.82	95.31	137.0	47.0	0.0	46.0	59.0	17.0	127.0
Пермский край	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	1658.87	1464.47	1300.4	1454.0	306.0	37.0	14.0	399.0	231.0	1359.0
Пермский край	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	3725.17	3231.41	2549.06	3115.0	401.0	4.0	275.0	496.0	196.0	3013.0
Пермский край	персонал; Государственные, Муниципальные	президент / 04	3.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Пермский край	персонал; Государственные, Муниципальные	преподаватели / 16	87.84	57.2	41.28	63.0	21.0	0.0	11.0	24.0	7.0	61.0
Пермский край	персонал; Государственные, Муниципальные	производственный персонал / 22	68.55	49.0	47.5	72.0	0.0	0.0	0.0	23.0	3.0	49.0
Пермский край	персонал; Государственные, Муниципальные	проректоры / 05	39.5	39.5	39.0	34.0	6.0	0.0	2.0	1.0	1.0	39.0
Пермский край	персонал; Государственные, Муниципальные	профессора / 13	396.73	345.16	246.3	292.0	28.0	0.0	24.0	37.0	31.0	284.0
Пермский край	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	32.0	30.3	27.8	29.0	4.0	0.0	2.0	4.0	3.0	30.0
Пермский край	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	26.5	21.8	16.5	16.0	8.0	1.0	4.0	5.0	5.0	19.0
Пермский край	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	21.75	18.05	17.55	26.0	1.0	1.0	0.0	1.0	1.0	26.0
Пермский край	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	6.5	4.5	3.0	5.0	1.0	0.0	0.0	2.0	0.0	4.0
Пермский край	персонал; Государственные, Муниципальные	старшие преподаватели / 15	648.15	525.19	449.52	574.0	83.0	0.0	60.0	98.0	38.0	560.0
Пермский край	персонал; Государственные, Муниципальные	техники-электроники / 34	3.5	2.5	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Пермский край	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	2028.5	1824.1	1571.85	2008.0	507.0	17.0	121.0	563.0	244.0	1951.0
Пермский край	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	2.25	1.25	1.0	2.0	1.0	1.0	0.0	1.0	1.0	2.0
Пермский край	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	71.55	68.6	50.45	66.0	20.0	1.0	19.0	21.0	21.0	65.0
Пермский край	персонал; Частные	административно-хозяйственный персонал / 21	4.6	3.6	3.6	10.0	0.0	0.0	0.0	6.0	6.0	4.0
Пермский край	персонал; Частные	ассистенты / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	30.9	30.1	12.7	26.0	7.0	0.0	7.0	10.0	10.0	23.0
Пермский край	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	в том числе:  руководящий персонал - всего / 02	9.6	8.85	8.1	8.0	2.0	0.0	2.0	1.0	1.0	9.0
Пермский край	персонал; Частные	в том числе: деканы факультетов / 10	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0
Пермский край	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.5	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Пермский край	персонал; Частные	директор филиала / 06	0.6	0.6	0.6	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Пермский край	персонал; Частные	директора институтов / 12	0.7	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	доценты / 14	24.1	23.8	10.0	20.0	1.0	0.0	1.0	7.0	7.0	14.0
Пермский край	персонал; Частные	заведующие кафедрами / 11	1.0	1.0	0.5	0.0	1.0	0.0	1.0	0.0	0.0	1.0
Пермский край	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	30.4	30.1	12.7	26.0	7.0	0.0	7.0	10.0	10.0	23.0
Пермский край	персонал; Частные	из них:  ректор / 03	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Пермский край	персонал; Частные	инженерно-технический персонал / 20	1.25	1.25	1.25	2.0	0.0	0.0	0.0	0.0	0.0	2.0
Пермский край	персонал; Частные	инженеры по телекоммуникациям / 30	0.75	0.75	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Пермский край	персонал; Частные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	научные работники / 19	2.9	2.5	2.5	3.0	0.0	0.0	0.0	0.0	0.0	3.0
Пермский край	персонал; Частные	обслуживающий персонал / 24	11.1	11.1	11.1	2.0	10.0	1.0	9.0	0.0	0.0	12.0
Пермский край	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	30.9	30.1	12.7	26.0	7.0	0.0	7.0	10.0	10.0	23.0
Пермский край	персонал; Частные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	преподаватели / 16	0.2	0.2	0.1	0.0	1.0	0.0	1.0	0.0	0.0	1.0
Пермский край	персонал; Частные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	проректоры / 05	3.0	3.0	3.0	2.0	1.0	0.0	1.0	0.0	0.0	3.0
Пермский край	персонал; Частные	профессора / 13	1.0	1.0	0.5	2.0	0.0	0.0	0.0	1.0	1.0	1.0
Пермский край	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	специалисты по базам данных и сетям / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0
Пермский край	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	старшие преподаватели / 15	2.4	2.4	0.6	2.0	4.0	0.0	4.0	1.0	1.0	5.0
Пермский край	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	персонал; Частные	учебно-вспомогательный персонал / 23	11.2	11.2	11.2	15.0	1.0	0.0	1.0	4.0	4.0	12.0
Приморский край	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	188.75	154.6	147.25	162.0	37.0	1.0	8.0	42.0	39.0	165.0
Приморский край	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	11124.44	9310.24	8199.55	8906.0	1832.0	630.0	670.0	1753.0	1202.0	8985.0
Приморский край	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	1729.6	1593.5	1531.2	1966.0	170.0	0.0	72.0	488.0	321.0	1652.0
Приморский край	персонал; Государственные, Муниципальные	ассистенты / 17	310.95	247.05	141.25	173.0	67.0	0.0	43.0	31.0	20.0	209.0
Приморский край	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	3121.33	2873.89	2204.33	2567.0	231.0	0.0	156.0	258.0	141.0	2540.0
Приморский край	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	20.5	20.0	20.0	19.0	0.0	0.0	0.0	1.0	0.0	20.0
Приморский край	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	583.85	525.25	487.8	366.0	173.0	0.0	113.0	31.0	28.0	508.0
Приморский край	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	21.0	16.0	13.5	17.0	1.0	0.0	1.0	4.0	0.0	14.0
Приморский край	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	3.0	3.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0
Приморский край	персонал; Государственные, Муниципальные	директор филиала / 06	4.0	4.0	3.0	3.0	2.0	0.0	2.0	0.0	0.0	4.0
Приморский край	персонал; Государственные, Муниципальные	директора институтов / 12	29.0	22.5	20.0	13.0	10.0	0.0	6.0	3.0	0.0	20.0
Приморский край	персонал; Государственные, Муниципальные	доценты / 14	1463.62	1400.49	1083.05	1219.0	69.0	0.0	44.0	88.0	45.0	1202.0
Приморский край	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	116.14	98.24	92.99	100.0	4.0	0.0	4.0	7.0	2.0	97.0
Приморский край	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	3108.78	2863.03	2193.97	2556.0	223.0	0.0	156.0	256.0	141.0	2531.0
Приморский край	персонал; Государственные, Муниципальные	из них:  ректор / 03	7.0	6.0	6.0	7.0	1.0	0.0	1.0	1.0	1.0	6.0
Приморский край	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	488.95	384.0	360.3	329.0	170.0	69.0	90.0	86.0	60.0	413.0
Приморский край	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	8.0	6.75	6.75	4.0	4.0	0.0	0.0	1.0	1.0	7.0
Приморский край	персонал; Государственные, Муниципальные	инженеры-электроники / 29	11.75	11.75	10.0	6.0	5.0	0.0	0.0	0.0	0.0	11.0
Приморский край	персонал; Государственные, Муниципальные	иные педагогические работники / 18	535.96	459.6	415.27	331.0	89.0	2.0	12.0	47.0	34.0	373.0
Приморский край	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	3.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
Приморский край	персонал; Государственные, Муниципальные	научные работники / 19	311.2	147.4	81.9	163.0	40.0	0.0	39.0	61.0	50.0	142.0
Приморский край	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	3406.3	2527.2	2391.85	2109.0	857.0	529.0	180.0	474.0	359.0	2488.0
Приморский край	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	3657.29	3333.49	2619.6	2898.0	320.0	2.0	168.0	305.0	175.0	2913.0
Приморский край	персонал; Государственные, Муниципальные	президент / 04	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Приморский край	персонал; Государственные, Муниципальные	преподаватели / 16	72.33	42.68	34.58	62.0	3.0	0.0	0.0	22.0	10.0	43.0
Приморский край	персонал; Государственные, Муниципальные	производственный персонал / 22	97.35	90.6	76.35	93.0	13.0	1.0	4.0	17.0	12.0	89.0
Приморский край	персонал; Государственные, Муниципальные	проректоры / 05	39.5	33.5	27.0	28.0	4.0	0.0	1.0	3.0	1.0	30.0
Приморский край	персонал; Государственные, Муниципальные	профессора / 13	371.87	349.92	268.9	329.0	13.0	0.0	12.0	35.0	15.0	307.0
Приморский край	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	84.0	61.0	58.0	95.0	4.0	0.0	2.0	33.0	31.0	66.0
Приморский край	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	28.0	21.5	20.5	18.0	8.0	0.0	5.0	2.0	2.0	25.0
Приморский край	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 32	20.5	18.5	18.5	7.0	13.0	1.0	0.0	4.0	4.0	21.0
Приморский край	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 33	9.0	8.1	6.5	7.0	1.0	0.0	1.0	0.0	0.0	8.0
Приморский край	персонал; Государственные, Муниципальные	старшие преподаватели / 15	723.87	686.15	539.7	643.0	56.0	0.0	46.0	66.0	49.0	639.0
Приморский край	персонал; Государственные, Муниципальные	техники-электроники / 34	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0
Приморский край	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	849.9	708.8	650.55	982.0	89.0	29.0	4.0	291.0	197.0	780.0
Приморский край	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	4.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Приморский край	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	101.0	55.8	40.0	37.0	6.0	2.0	3.0	6.0	6.0	37.0
Приморский край	персонал; Частные	административно-хозяйственный персонал / 21	16.0	12.5	8.0	6.0	2.0	1.0	1.0	1.0	1.0	7.0
Приморский край	персонал; Частные	ассистенты / 17	1.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	33.0	8.8	3.5	4.0	0.0	0.0	0.0	0.0	0.0	4.0
Приморский край	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Приморский край	персонал; Частные	в том числе:  руководящий персонал - всего / 02	4.0	2.0	1.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Приморский край	персонал; Частные	в том числе: деканы факультетов / 10	1.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	персонал; Частные	директор филиала / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	персонал; Частные	доценты / 14	15.0	4.0	1.2	2.0	0.0	0.0	0.0	0.0	0.0	2.0
