region	tags	indicator	Принято на обучение / всего / 4	Принято на обучение / из них лица с ОВЗ, инвалиды, дети-инвалиды / 5	Из общего приема (из гр. 4) / женщины / 6	Из общего приема (из гр. 4) / граждане стран СНГ / 7
Российская Федерация	очно-заочная; Частные	Вокальное искусство / 03 / 53.04.02	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Гостиничное дело / 01 / 43.03.03	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Государственное и муниципальное управление / 01 / 38.03.04	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Государственное и муниципальное управление / 03 / 38.04.04	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Дизайн / 01 / 54.03.01	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Дизайн / 03 / 54.04.01	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Дизайн архитектурной среды / 01 / 07.03.03	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Журналистика / 01 / 42.03.02	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Журналистика / 03 / 42.04.02	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Искусство / 03 / 53.04.05	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Культурология / 01 / 51.03.01	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Лингвистика / 01 / 45.03.02	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Менеджмент / 01 / 38.03.02	0.0	0.0	0.0	0.0
Российская Федерация	очно-заочная; Частные	Менеджмент / 03 / 38.04.02	0.0	0.0	0.0	0.0
