region	tags	indicator	Принято на обучение / всего / 4	Принято на обучение / из них лица с ОВЗ, инвалиды, дети-инвалиды / 5	Из общего приема (из гр. 4) / женщины / 6	Из общего приема (из гр. 4) / граждане стран СНГ / 7
Московская область	Государственные, Муниципальные; очная	Приборостроение / 03 / 12.04.01	2.0	0.0	1.0	0.0
Московская область	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	71.0	0.0	39.0	39.0
Московская область	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	33.0	0.0	16.0	9.0
Московская область	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	7.0	0.0	3.0	7.0
Московская область	Государственные, Муниципальные; очная	Профессиональное обучение (по отраслям) / 01 / 44.03.04	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очная	Психология / 01 / 37.03.01	3.0	0.0	3.0	3.0
Московская область	Государственные, Муниципальные; очная	Психология / 03 / 37.04.01	4.0	0.0	3.0	3.0
Московская область	Государственные, Муниципальные; очная	Психолого-педагогическое образование / 01 / 44.03.02	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очная	Режиссура кино и телевидения / 02 / 55.05.01	3.0	0.0	1.0	3.0
Московская область	Государственные, Муниципальные; очная	Режиссура театра / 02 / 52.05.02	1.0	0.0	0.0	1.0
Московская область	Государственные, Муниципальные; очная	Режиссура театрализованных представлений и праздников / 01 / 51.03.05	2.0	0.0	2.0	2.0
Московская область	Государственные, Муниципальные; очная	Социально-культурная деятельность / 01 / 51.03.03	1.0	0.0	0.0	1.0
Московская область	Государственные, Муниципальные; очная	Специальное (дефектологическое) образование / 01 / 44.03.03	1.0	0.0	1.0	0.0
Московская область	Государственные, Муниципальные; очная	Спорт / 01 / 49.03.04	1.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очная	Судебная экспертиза / 02 / 40.05.03	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очная	Таможенное дело / 02 / 38.05.02	3.0	0.0	2.0	3.0
Московская область	Государственные, Муниципальные; очная	Туризм / 01 / 43.03.02	2.0	0.0	2.0	0.0
Московская область	Государственные, Муниципальные; очная	Туризм / 03 / 43.04.02	1.0	0.0	1.0	0.0
Московская область	Государственные, Муниципальные; очная	Физика / 01 / 03.03.02	2.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очная	Физическая культура / 01 / 49.03.01	7.0	0.0	0.0	2.0
Московская область	Государственные, Муниципальные; очная	Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) / 01 / 49.03.02	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очная	Филология / 01 / 45.03.01	7.0	0.0	4.0	1.0
Московская область	Государственные, Муниципальные; очная	Филология / 03 / 45.04.01	8.0	0.0	3.0	0.0
Московская область	Государственные, Муниципальные; очная	Хореографическое искусство / 01 / 52.03.01	7.0	0.0	6.0	4.0
Московская область	Государственные, Муниципальные; очная	Экология и природопользование / 03 / 05.04.06	3.0	0.0	2.0	0.0
Московская область	Государственные, Муниципальные; очная	Экономика / 01 / 38.03.01	5.0	0.0	3.0	1.0
Московская область	Государственные, Муниципальные; очная	Экономика / 03 / 38.04.01	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очная	Юриспруденция / 01 / 40.03.01	8.0	0.0	3.0	5.0
Московская область	Государственные, Муниципальные; очная	Юриспруденция / 03 / 40.04.01	1.0	0.0	0.0	1.0
Московская область	Государственные, Муниципальные; очно-заочная	Автоматизация технологических процессов и производств / 01 / 15.03.04	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очно-заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очно-заочная	Государственное и муниципальное управление / 01 / 38.03.04	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очно-заочная	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очно-заочная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очно-заочная	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очно-заочная	Психология / 01 / 37.03.01	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очно-заочная	Строительство / 01 / 08.03.01	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очно-заочная	Экономика / 01 / 38.03.01	0.0	0.0	0.0	0.0
Московская область	Государственные, Муниципальные; очно-заочная	Юриспруденция / 01 / 40.03.01	0.0	0.0	0.0	0.0
Московская область	заочная; Частные	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Московская область	заочная; Частные	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Московская область	заочная; Частные	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Московская область	заочная; Частные	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Московская область	заочная; Частные	Спорт / 01 / 49.03.04	0.0	0.0	0.0	0.0
Московская область	заочная; Частные	Физическая культура / 01 / 49.03.01	0.0	0.0	0.0	0.0
Московская область	заочная; Частные	Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) / 01 / 49.03.02	0.0	0.0	0.0	0.0
Московская область	очная; Частные	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Московская область	очная; Частные	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Московская область	очная; Частные	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Московская область	очная; Частные	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Московская область	очная; Частные	Спорт / 01 / 49.03.04	0.0	0.0	0.0	0.0
Московская область	очная; Частные	Теология / 01 / 48.03.01	0.0	0.0	0.0	0.0
Московская область	очная; Частные	Теология / 03 / 48.04.01	0.0	0.0	0.0	0.0
Московская область	очная; Частные	Физическая культура / 01 / 49.03.01	0.0	0.0	0.0	0.0
Московская область	очная; Частные	Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура) / 01 / 49.03.02	0.0	0.0	0.0	0.0
Московская область	очно-заочная; Частные	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Московская область	очно-заочная; Частные	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Московская область	очно-заочная; Частные	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Московская область	очно-заочная; Частные	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; заочная	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; заочная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; заочная	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	1.0	0.0	0.0	1.0
Мурманская область	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	1.0	0.0	0.0	1.0
Мурманская область	Государственные, Муниципальные; очная	Физические процессы горного или нефтегазового производства / 02 / 21.05.05	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Агрономия / 01 / 35.03.04	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Актерское искусство / 02 / 52.05.01	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Архитектура / 01 / 07.03.01	4.0	0.0	1.0	4.0
Нижегородская область	Государственные, Муниципальные; очная	Бизнес-информатика / 01 / 38.03.05	1.0	0.0	1.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Бизнес-информатика / 03 / 38.04.05	3.0	0.0	2.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Биология / 01 / 06.03.01	2.0	0.0	1.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Биология / 03 / 06.04.01	2.0	0.0	2.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Биотехнические системы и технологии / 01 / 12.03.04	1.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Вокальное искусство / 03 / 53.04.02	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	169.0	0.0	79.0	83.0
Нижегородская область	Государственные, Муниципальные; очная	Гостиничное дело / 01 / 43.03.03	1.0	0.0	1.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Дирижирование / 01 / 53.03.05	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Дирижирование / 03 / 53.04.04	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Журналистика / 01 / 42.03.02	2.0	0.0	2.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Зарубежное регионоведение / 03 / 41.04.01	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Информатика и вычислительная техника / 01 / 09.03.01	1.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Информационные системы и технологии / 01 / 09.03.02	2.0	0.0	0.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Искусство концертного исполнительства / 02 / 53.05.01	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Искусство народного пения / 01 / 53.03.04	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Клиническая психология / 02 / 37.05.01	1.0	0.0	1.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Композиция / 02 / 53.05.06	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры / 03 / 26.04.02	1.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Лечебное дело / 02 / 31.05.01	43.0	0.0	27.0	16.0
Нижегородская область	Государственные, Муниципальные; очная	Лингвистика / 01 / 45.03.02	4.0	0.0	4.0	4.0
Нижегородская область	Государственные, Муниципальные; очная	Математика / 03 / 01.04.01	2.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Медицинская биохимия / 02 / 30.05.01	1.0	0.0	1.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Международные отношения / 01 / 41.03.05	7.0	0.0	3.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Международные отношения / 03 / 41.04.05	6.0	0.0	2.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Менеджмент / 01 / 38.03.02	2.0	0.0	2.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Менеджмент / 03 / 38.04.02	9.0	0.0	5.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Металлургия / 03 / 22.04.02	1.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Механика и математическое моделирование / 01 / 01.03.03	1.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Музыкальная звукорежиссура / 02 / 53.05.03	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Музыкально-инструментальное искусство / 01 / 53.03.02	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Музыкально-инструментальное искусство / 03 / 53.04.01	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Музыкально-театральное искусство / 02 / 53.05.04	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Музыковедение / 02 / 53.05.05	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Музыкознание и музыкально-прикладное искусство / 01 / 53.03.06	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Музыкознание и музыкально-прикладное искусство / 03 / 53.04.06	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Педагогическое образование (с двумя профилями подготовки) / 01 / 44.03.05	1.0	0.0	1.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Политология / 01 / 41.03.04	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Прикладная информатика / 03 / 09.04.03	1.0	0.0	1.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Прикладная математика и информатика / 01 / 01.03.02	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Прикладная математика и информатика / 03 / 01.04.02	3.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Программная инженерия / 01 / 09.03.04	7.0	0.0	2.0	6.0
Нижегородская область	Государственные, Муниципальные; очная	Программная инженерия / 03 / 09.04.04	2.0	0.0	1.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	59.0	0.0	26.0	41.0
Нижегородская область	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	57.0	0.0	22.0	17.0
Нижегородская область	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	53.0	0.0	31.0	25.0
Нижегородская область	Государственные, Муниципальные; очная	Психология / 03 / 37.04.01	3.0	0.0	2.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Психолого-педагогическое образование / 01 / 44.03.02	1.0	0.0	1.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Социология / 03 / 39.04.01	1.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Стоматология / 02 / 31.05.03	2.0	0.0	0.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Судовождение / 02 / 26.05.05	2.0	0.0	1.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Таможенное дело / 02 / 38.05.02	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Управление персоналом / 01 / 38.03.03	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Филология / 01 / 45.03.01	4.0	0.0	4.0	3.0
Нижегородская область	Государственные, Муниципальные; очная	Филология / 03 / 45.04.01	2.0	0.0	1.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Финансы и кредит / 03 / 38.04.08	4.0	0.0	0.0	2.0
Нижегородская область	Государственные, Муниципальные; очная	Фундаментальная и прикладная лингвистика / 03 / 45.04.03	9.0	0.0	4.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Фундаментальная информатика и информационные технологии / 01 / 02.03.02	1.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Фундаментальная информатика и информационные технологии / 03 / 02.04.02	2.0	0.0	1.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Химия / 01 / 04.03.01	2.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Химия / 03 / 04.04.01	1.0	0.0	1.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Художественное руководство симфоническим оркестром и академическим хором / 02 / 53.05.02	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Экономика / 01 / 38.03.01	7.0	0.0	2.0	4.0
Нижегородская область	Государственные, Муниципальные; очная	Экономика / 03 / 38.04.01	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Экономическая безопасность / 02 / 38.05.01	1.0	0.0	1.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Эксплуатация судового электрооборудования и средств автоматики / 02 / 26.05.07	1.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очная	Эксплуатация транспортно-технологических машин и комплексов / 03 / 23.04.03	1.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	Юриспруденция / 01 / 40.03.01	4.0	0.0	1.0	3.0
Нижегородская область	Государственные, Муниципальные; очная	Юриспруденция / 03 / 40.04.01	2.0	0.0	0.0	1.0
Нижегородская область	Государственные, Муниципальные; очно-заочная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очно-заочная	Программы бакалавриата - всего / 01 / 0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очно-заочная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очно-заочная	Программы специалитета - всего / 02 / 0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	25.0	0.0	9.0	6.0
Новгородская область	Государственные, Муниципальные; очная	Дизайн архитектурной среды / 01 / 07.03.03	1.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Журналистика / 01 / 42.03.02	1.0	0.0	1.0	0.0
Новгородская область	Государственные, Муниципальные; очная	История / 01 / 46.03.01	1.0	0.0	1.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Лечебное дело / 02 / 31.05.01	14.0	0.0	3.0	3.0
Новгородская область	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	6.0	0.0	3.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	19.0	0.0	6.0	6.0
Новгородская область	Государственные, Муниципальные; очная	Психология / 01 / 37.03.01	1.0	0.0	1.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Стоматология / 02 / 31.05.03	4.0	0.0	2.0	2.0
Новгородская область	Государственные, Муниципальные; очная	Фармация / 02 / 33.05.01	1.0	0.0	1.0	1.0
Новгородская область	Государственные, Муниципальные; очная	Филология / 01 / 45.03.01	1.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Юриспруденция / 01 / 40.03.01	1.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Агрономия / 01 / 35.03.04	1.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Архитектура / 01 / 07.03.01	1.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Биология / 01 / 06.03.01	4.0	0.0	2.0	4.0
Новосибирская область	Государственные, Муниципальные; очная	Биология / 03 / 06.04.01	3.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Вокальное искусство / 01 / 53.03.03	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Вокальное искусство / 03 / 53.04.02	2.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Всего по программам бакалавриата, специалитета и магистратуры (сумма строк 01, 02, 03) / 04 / 0	144.0	0.0	68.0	75.0
Новосибирская область	Государственные, Муниципальные; очная	Государственное и муниципальное управление / 01 / 38.03.04	7.0	0.0	3.0	7.0
Новосибирская область	Государственные, Муниципальные; очная	Государственное и муниципальное управление / 03 / 38.04.04	4.0	0.0	0.0	4.0
Новосибирская область	Государственные, Муниципальные; очная	Градостроительство / 03 / 07.04.04	1.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Дизайн / 01 / 54.03.01	4.0	0.0	4.0	3.0
Новосибирская область	Государственные, Муниципальные; очная	Дирижирование / 03 / 53.04.04	1.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Журналистика / 01 / 42.03.02	1.0	0.0	1.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Информатика и вычислительная техника / 01 / 09.03.01	1.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Информатика и вычислительная техника / 03 / 09.04.01	4.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Информационные системы и технологии / 01 / 09.03.02	3.0	0.0	2.0	2.0
Новосибирская область	Государственные, Муниципальные; очная	Искусство концертного исполнительства / 02 / 53.05.01	2.0	0.0	0.0	2.0
Новосибирская область	Государственные, Муниципальные; очная	Композиция / 02 / 53.05.06	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры / 01 / 26.03.02	1.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Лечебное дело / 02 / 31.05.01	22.0	0.0	13.0	7.0
Новосибирская область	Государственные, Муниципальные; очная	Лингвистика / 01 / 45.03.02	3.0	0.0	3.0	2.0
Новосибирская область	Государственные, Муниципальные; очная	Математика / 01 / 01.03.01	1.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Математика и компьютерные науки / 01 / 02.03.01	1.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Математика и компьютерные науки / 03 / 02.04.01	1.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Математическое обеспечение и администрирование информационных систем / 03 / 02.04.03	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Международные отношения / 01 / 41.03.05	8.0	0.0	4.0	8.0
Новосибирская область	Государственные, Муниципальные; очная	Менеджмент / 01 / 38.03.02	2.0	0.0	0.0	2.0
Новосибирская область	Государственные, Муниципальные; очная	Мехатроника и робототехника / 01 / 15.03.06	1.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Музыкально-инструментальное искусство / 01 / 53.03.02	2.0	0.0	2.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Музыкально-инструментальное искусство / 03 / 53.04.01	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Музыкально-театральное искусство / 02 / 53.05.04	1.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Музыковедение / 02 / 53.05.05	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Музыкознание и музыкально-прикладное искусство / 01 / 53.03.06	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Музыкознание и музыкально-прикладное искусство / 03 / 53.04.06	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Наземные транспортно-технологические средства / 02 / 23.05.01	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Педагогическое образование / 01 / 44.03.01	2.0	0.0	2.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Педагогическое образование / 03 / 44.04.01	1.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Педиатрия / 02 / 31.05.02	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Прикладная информатика / 01 / 09.03.03	1.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Прикладная математика и информатика / 01 / 01.03.02	5.0	0.0	1.0	3.0
Новосибирская область	Государственные, Муниципальные; очная	Прикладная математика и информатика / 03 / 01.04.02	5.0	0.0	4.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Программная инженерия / 01 / 09.03.04	3.0	0.0	0.0	2.0
Новосибирская область	Государственные, Муниципальные; очная	Программы бакалавриата - всего / 01 / 0	78.0	0.0	39.0	59.0
Новосибирская область	Государственные, Муниципальные; очная	Программы магистратуры - всего / 03 / 0	28.0	0.0	8.0	6.0
Новосибирская область	Государственные, Муниципальные; очная	Программы специалитета - всего / 02 / 0	38.0	0.0	21.0	10.0
Новосибирская область	Государственные, Муниципальные; очная	Продукты питания животного происхождения / 01 / 19.03.03	1.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Психология / 01 / 37.03.01	3.0	0.0	2.0	3.0
Новосибирская область	Государственные, Муниципальные; очная	Реклама и связи с общественностью / 01 / 42.03.01	1.0	0.0	1.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Стандартизация и метрология / 01 / 27.03.01	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Стоматология / 02 / 31.05.03	8.0	0.0	4.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Строительство / 01 / 08.03.01	3.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Строительство железных дорог, мостов и транспортных тоннелей / 02 / 23.05.06	1.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Таможенное дело / 02 / 38.05.02	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Техническая эксплуатация летательных аппаратов и двигателей / 01 / 25.03.01	1.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Технология транспортных процессов / 01 / 23.03.01	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Техносферная безопасность / 01 / 20.03.01	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Управление персоналом / 01 / 38.03.03	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Фармация / 02 / 33.05.01	2.0	0.0	2.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Физика / 03 / 03.04.02	1.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Филология / 01 / 45.03.01	1.0	0.0	1.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Фундаментальная информатика и информационные технологии / 01 / 02.03.02	1.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Химия / 01 / 04.03.01	4.0	0.0	3.0	3.0
Новосибирская область	Государственные, Муниципальные; очная	Химия / 03 / 04.04.01	4.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Художественное руководство симфоническим оркестром и академическим хором / 02 / 53.05.02	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Экономика / 01 / 38.03.01	4.0	0.0	1.0	3.0
Новосибирская область	Государственные, Муниципальные; очная	Экономика / 03 / 38.04.01	1.0	0.0	0.0	1.0
Новосибирская область	Государственные, Муниципальные; очная	Эксплуатация железных дорог / 02 / 23.05.04	2.0	0.0	2.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Эксплуатация транспортно-технологических машин и комплексов / 01 / 23.03.03	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Электроэнергетика и электротехника / 01 / 13.03.02	2.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	Юриспруденция / 01 / 40.03.01	5.0	0.0	4.0	5.0
