region	tags	indicator	Всего, человек / 3	Из них (из гр.3) имеют образование / высшее / 4	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученую степень / доктора наук / 5	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученую степень / кандидата наук / 6	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученую степень / PhD / 7	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученое звание / профессора / 8	Из них (из гр.3) имеют образование / Из гр.4 имеют: / ученое звание / доцента / 9	Из них (из гр.3) имеют образование / среднее профес-сиональное образование по программам подготовки специалистов среднего звена / 10	Из них (из гр.3) имеют образование / среднее профес-сиональное образование по программам подготовки квалифици- рованных рабочих (служащих) / 11	Из гр.3 женщины / 12	численность работников в пересчете на полную занятость, единиц / 13
Республика Тыва	персонал; Государственные, Муниципальные	из них:  ректор / 03	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
Республика Тыва	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	25.0
Республика Тыва	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	научные работники / 19	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Республика Тыва	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	99.0
Республика Тыва	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	258.0	258.0	9.0	138.0	0.0	4.0	97.0	0.0	0.0	215.0	258.0
Республика Тыва	персонал; Государственные, Муниципальные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	преподаватели / 16	21.0	21.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	19.0	21.0
Республика Тыва	персонал; Государственные, Муниципальные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	проректоры / 05	6.0	6.0	0.0	5.0	0.0	0.0	4.0	0.0	0.0	2.0	6.0
Республика Тыва	персонал; Государственные, Муниципальные	профессора / 13	7.0	7.0	7.0	0.0	0.0	3.0	4.0	0.0	0.0	2.0	7.0
Республика Тыва	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
Республика Тыва	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0
Республика Тыва	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0
Республика Тыва	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	старшие преподаватели / 15	89.0	89.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	73.0	89.0
Республика Тыва	персонал; Государственные, Муниципальные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	128.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	116.0	128.0
Республика Тыва	персонал; Частные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	Из стр.01 – исследователи / 36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	Из строки 02 численность руководящего персонала, имеющих учебную нагрузку / 37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	Справка 10. Из общей численности ППС (строки 08 гр.3) педагогические работники, преподающие дисциплины иностранного языка, физической культуры и военной подготовки, которые не определяют направленность (профиль) образовательной программы / 38	0.0										
Республика Тыва	персонал; Частные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	административно-хозяйственный персонал / 21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	ассистенты / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	в том числе:  профессорско-преподавательский состав - всего: / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	в том числе:  руководящий персонал - всего / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	в том числе: деканы факультетов / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	графические и мультимедийные дизайнеры / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	директор филиала / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	директора институтов / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	доценты / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	заведующие кафедрами / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	из них:  ректор / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	инженерно-технический персонал / 20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	инженеры-электроники / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	научные работники / 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	обслуживающий персонал / 24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	педагогические работники - всего (сумма строк 08,18): / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	преподаватели / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	производственный персонал / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	проректоры / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	профессора / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	специалисты по базам данных и сетям / 28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	специалисты-техники по телекоммуникациям и радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	старшие преподаватели / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	техники-электроники / 34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	персонал; Частные	учебно-вспомогательный персонал / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	30.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	30.0
Республика Хакасия	персонал; Государственные, Муниципальные	Из стр.01 – исследователи / 36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	Из строки 02 численность руководящего персонала, имеющих учебную нагрузку / 37	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	Справка 10. Из общей численности ППС (строки 08 гр.3) педагогические работники, преподающие дисциплины иностранного языка, физической культуры и военной подготовки, которые не определяют направленность (профиль) образовательной программы / 38	52.0										
Республика Хакасия	персонал; Государственные, Муниципальные	Справка 11. Численность лиц из ППС (строки 08 гр.3), направленных для преподавания в другую образовательную организацию высшего образования России / 39	0.0										
Республика Хакасия	персонал; Государственные, Муниципальные	Справка 11. Численность лиц из ППС (строки 08 гр.3), направленных для преподавания за рубеж / 40	0.0										
Республика Хакасия	персонал; Государственные, Муниципальные	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	935.0	814.0	43.0	249.0	0.0	11.0	163.0	73.0	28.0	684.0	882.5
Республика Хакасия	персонал; Государственные, Муниципальные	административно-хозяйственный персонал / 21	118.0	115.0	0.0	5.0	0.0	0.0	3.0	2.0	1.0	99.0	116.5
Республика Хакасия	персонал; Государственные, Муниципальные	ассистенты / 17	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.7
Республика Хакасия	персонал; Государственные, Муниципальные	в том числе:  профессорско-преподавательский состав - всего: / 08	345.0	345.0	36.0	219.0	0.0	9.0	150.0	0.0	0.0	246.0	307.5
Республика Хакасия	персонал; Государственные, Муниципальные	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
Республика Хакасия	персонал; Государственные, Муниципальные	в том числе:  руководящий персонал - всего / 02	73.0	73.0	2.0	19.0	0.0	1.0	8.0	0.0	0.0	59.0	73.0
Республика Хакасия	персонал; Государственные, Муниципальные	в том числе: деканы факультетов / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	графические и мультимедийные дизайнеры / 31	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Республика Хакасия	персонал; Государственные, Муниципальные	директор филиала / 06	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0
Республика Хакасия	персонал; Государственные, Муниципальные	директора институтов / 12	7.0	7.0	2.0	5.0	0.0	0.0	3.0	0.0	0.0	6.0	7.0
Республика Хакасия	персонал; Государственные, Муниципальные	доценты / 14	218.0	218.0	6.0	195.0	0.0	3.0	112.0	0.0	0.0	155.0	196.6
Республика Хакасия	персонал; Государственные, Муниципальные	заведующие кафедрами / 11	23.0	23.0	4.0	19.0	0.0	0.0	20.0	0.0	0.0	17.0	23.0
Республика Хакасия	персонал; Государственные, Муниципальные	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	345.0	345.0	36.0	219.0	0.0	9.0	150.0	0.0	0.0	246.0	307.5
Республика Хакасия	персонал; Государственные, Муниципальные	из них:  ректор / 03	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
Республика Хакасия	персонал; Государственные, Муниципальные	инженерно-технический персонал / 20	23.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	23.0
Республика Хакасия	персонал; Государственные, Муниципальные	инженеры по телекоммуникациям / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	инженеры-электроники / 29	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Республика Хакасия	персонал; Государственные, Муниципальные	иные педагогические работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0
Республика Хакасия	персонал; Государственные, Муниципальные	научные работники / 19	9.0	9.0	5.0	4.0	0.0	1.0	2.0	0.0	0.0	7.0	9.0
Республика Хакасия	персонал; Государственные, Муниципальные	обслуживающий персонал / 24	151.0	58.0	0.0	0.0	0.0	0.0	0.0	50.0	25.0	79.0	140.6
Республика Хакасия	персонал; Государственные, Муниципальные	педагогические работники - всего (сумма строк 08,18): / 07	345.0	345.0	36.0	219.0	0.0	9.0	150.0	0.0	0.0	246.0	307.5
Республика Хакасия	персонал; Государственные, Муниципальные	президент / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	преподаватели / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	производственный персонал / 22	11.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	9.0	11.0
Республика Хакасия	персонал; Государственные, Муниципальные	проректоры / 05	5.0	5.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	3.0	5.0
Республика Хакасия	персонал; Государственные, Муниципальные	профессора / 13	24.0	24.0	24.0	0.0	0.0	6.0	15.0	0.0	0.0	18.0	20.5
Республика Хакасия	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Республика Хакасия	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 28	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
Республика Хакасия	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0
Республика Хакасия	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и радиовещанию / 33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	персонал; Государственные, Муниципальные	старшие преподаватели / 15	69.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	56.7
Республика Хакасия	персонал; Государственные, Муниципальные	техники-электроники / 34	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Республика Хакасия	персонал; Государственные, Муниципальные	учебно-вспомогательный персонал / 23	205.0	186.0	0.0	2.0	0.0	0.0	0.0	17.0	0.0	180.0	201.9
Российская Федерация	Всего	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	16434.0	13491.0	80.0	621.0	8.0	20.0	174.0	1373.0	348.0	4975.0	15394.3
Российская Федерация	Всего	Из стр.01 – исследователи / 36	31674.0	30840.0	4921.0	14206.0	313.0	2669.0	7329.0	36.0	1.0	15881.0	25957.1
Российская Федерация	Всего	Из строки 02 численность руководящего персонала, имеющих учебную нагрузку / 37	6001.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Всего	Справка 10. Из общей численности ППС (строки 08 гр.3) педагогические работники, преподающие дисциплины иностранного языка, физической культуры и военной подготовки, которые не определяют направленность (профиль) образовательной программы / 38	18280.0										
Российская Федерация	Всего	Справка 11. Численность лиц из ППС (строки 08 гр.3), направленных для преподавания в другую образовательную организацию высшего образования России / 39	530.0										
Российская Федерация	Всего	Справка 11. Численность лиц из ППС (строки 08 гр.3), направленных для преподавания за рубеж / 40	322.0										
Российская Федерация	Всего	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	560681.0	457193.0	37988.0	146355.0	1121.0	23119.0	89119.0	36902.0	13998.0	353054.0	506799.2
Российская Федерация	Всего	административно-хозяйственный персонал / 21	73716.0	61613.0	454.0	2779.0	15.0	284.0	1019.0	5098.0	1608.0	57973.0	69929.8000000001
Российская Федерация	Всего	ассистенты / 17	13743.0	13742.0	15.0	2722.0	13.0	2.0	41.0	0.0	0.0	8722.0	10893.5
Российская Федерация	Всего	в том числе:  профессорско-преподавательский состав - всего: / 08	215085.0	215044.0	32768.0	124313.0	665.0	20234.0	81710.0	1.0	1.0	127237.0	190060.9
Российская Федерация	Всего	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	2508.0	2459.0	33.0	283.0	4.0	9.0	112.0	28.0	6.0	572.0	2468.1
Российская Федерация	Всего	в том числе:  руководящий персонал - всего / 02	33810.0	32785.0	1964.0	6380.0	51.0	1293.0	3699.0	638.0	139.0	19551.0	33325.2
Российская Федерация	Всего	в том числе: деканы факультетов / 10	2424.0	2424.0	613.0	1684.0	3.0	385.0	1492.0	0.0	0.0	1239.0	2376.2
Российская Федерация	Всего	графические и мультимедийные дизайнеры / 31	613.0	522.0	2.0	9.0	0.0	2.0	4.0	29.0	21.0	381.0	563.2
Российская Федерация	Всего	директор филиала / 06	542.0	542.0	101.0	330.0	2.0	54.0	225.0	0.0	0.0	247.0	537.3
Российская Федерация	Всего	директора институтов / 12	1032.0	1032.0	401.0	607.0	10.0	237.0	581.0	0.0	0.0	468.0	1015.6
Российская Федерация	Всего	доценты / 14	108775.0	108755.0	1196.0	102505.0	402.0	193.0	59107.0	0.0	0.0	67653.0	98034.3
Российская Федерация	Всего	заведующие кафедрами / 11	15039.0	15035.0	6979.0	7669.0	24.0	4890.0	9237.0	0.0	0.0	7356.0	14537.7
Российская Федерация	Всего	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	212827.0	212787.0	32315.0	123316.0	657.0	19998.0	81130.0	0.0	1.0	125844.0	187871.9
Российская Федерация	Всего	из них:  ректор / 03	690.0	690.0	372.0	277.0	7.0	281.0	295.0	0.0	0.0	175.0	721.3
Российская Федерация	Всего	инженерно-технический персонал / 20	39071.0	31349.0	106.0	1567.0	22.0	48.0	279.0	2823.0	744.0	16073.0	32305.5
Российская Федерация	Всего	инженеры по телекоммуникациям / 30	863.0	787.0	7.0	21.0	0.0	1.0	0.0	38.0	12.0	175.0	848.4
Российская Федерация	Всего	инженеры-электроники / 29	1563.0	1421.0	2.0	37.0	0.0	2.0	9.0	75.0	19.0	326.0	1466.1
Российская Федерация	Всего	иные педагогические работники / 18	7793.0	7333.0	36.0	574.0	3.0	17.0	226.0	330.0	35.0	5929.0	7184.3
Российская Федерация	Всего	квалифицированные рабочие: монтажники и ремонтники электронного и  телекоммуникационного оборудования / 35	325.0	111.0	3.0	0.0	0.0	0.0	0.0	104.0	37.0	36.0	313.3
Российская Федерация	Всего	научные работники / 19	17351.0	17081.0	2319.0	7451.0	355.0	1038.0	1418.0	83.0	16.0	7345.0	13950.3
Российская Федерация	Всего	обслуживающий персонал / 24	79730.0	21537.0	52.0	498.0	0.0	8.0	69.0	19020.0	9045.0	46997.0	75658.4000000001
Российская Федерация	Всего	педагогические работники - всего (сумма строк 08,18): / 07	222878.0	222377.0	32804.0	124887.0	668.0	20251.0	81936.0	331.0	36.0	133166.0	197245.2
Российская Федерация	Всего	президент / 04	111.0	111.0	83.0	16.0	1.0	86.0	6.0	0.0	0.0	14.0	107.5
Российская Федерация	Всего	преподаватели / 16	6652.0	6646.0	8.0	502.0	5.0	0.0	37.0	0.0	1.0	4144.0	5513.6
Российская Федерация	Всего	производственный персонал / 22	9380.0	3762.0	42.0	381.0	0.0	18.0	45.0	2512.0	845.0	5713.0	8746.1
Российская Федерация	Всего	проректоры / 05	2896.0	2895.0	699.0	1278.0	13.0	426.0	1046.0	0.0	0.0	1084.0	2856.8
Российская Федерация	Всего	профессора / 13	27418.0	27416.0	23082.0	2920.0	157.0	14285.0	10300.0	0.0	0.0	10656.0	23313.9
Российская Федерация	Всего	специалисты высшего уровня квалификации: разработчики и аналитики программного обеспечения  и приложений / 27	4249.0	3960.0	24.0	197.0	3.0	2.0	29.0	101.0	43.0	1468.0	3855.3
Российская Федерация	Всего	специалисты по базам данных и сетям / 28	2340.0	2092.0	2.0	47.0	1.0	4.0	15.0	126.0	26.0	750.0	2306.3
Российская Федерация	Всего	специалисты среднего уровня квалификации: специалисты-техники по эксплуатации ИКТ и по поддержке  пользователей ИКТ / 32	3076.0	1730.0	3.0	21.0	0.0	0.0	3.0	655.0	120.0	1090.0	2796.0
Российская Федерация	Всего	специалисты-техники по телекоммуникациям и радиовещанию / 33	394.0	182.0	3.0	4.0	0.0	0.0	0.0	80.0	33.0	72.0	344.9
Российская Федерация	Всего	старшие преподаватели / 15	37744.0	37737.0	21.0	4707.0	43.0	6.0	335.0	0.0	0.0	25606.0	32187.0999999999
Российская Федерация	Всего	техники-электроники / 34	503.0	227.0	1.0	2.0	0.0	0.0	2.0	137.0	31.0	105.0	432.7
Российская Федерация	Всего	учебно-вспомогательный персонал / 23	84745.0	66689.0	247.0	2412.0	10.0	179.0	654.0	6397.0	1565.0	66236.0	75638.7000000002
Российская Федерация	Всего; персонал	Из общей численности работников (стр. 01) специалисты по информационным и коммуникационным технологиям – всего (сумма строк 26 - 35) / 25	16434.0	13491.0	80.0	621.0	8.0	20.0	174.0	1373.0	348.0	4975.0	15394.3
Российская Федерация	Всего; персонал	Из стр.01 – исследователи / 36	31674.0	30840.0	4921.0	14206.0	313.0	2669.0	7329.0	36.0	1.0	15881.0	25957.1
Российская Федерация	Всего; персонал	Из строки 02 численность руководящего персонала, имеющих учебную нагрузку / 37	6001.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Всего; персонал	Справка 10. Из общей численности ППС (строки 08 гр.3) педагогические работники, преподающие дисциплины иностранного языка, физической культуры и военной подготовки, которые не определяют направленность (профиль) образовательной программы / 38	18280.0										
Российская Федерация	Всего; персонал	Справка 11. Численность лиц из ППС (строки 08 гр.3), направленных для преподавания в другую образовательную организацию высшего образования России / 39	530.0										
Российская Федерация	Всего; персонал	Справка 11. Численность лиц из ППС (строки 08 гр.3), направленных для преподавания за рубеж / 40	322.0										
Российская Федерация	Всего; персонал	Численность работников - всего (сумма строк 02, 07, 19-24) / 01	560681.0	457193.0	37988.0	146355.0	1121.0	23119.0	89119.0	36902.0	13998.0	353054.0	506799.2
Российская Федерация	Всего; персонал	административно-хозяйственный персонал / 21	73716.0	61613.0	454.0	2779.0	15.0	284.0	1019.0	5098.0	1608.0	57973.0	69929.8000000001
Российская Федерация	Всего; персонал	ассистенты / 17	13743.0	13742.0	15.0	2722.0	13.0	2.0	41.0	0.0	0.0	8722.0	10893.5
Российская Федерация	Всего; персонал	в том числе:  профессорско-преподавательский состав - всего: / 08	215085.0	215044.0	32768.0	124313.0	665.0	20234.0	81710.0	1.0	1.0	127237.0	190060.9
Российская Федерация	Всего; персонал	в том числе:  руководители служб и подразделений в сфере  информационно-коммуникационных технологий / 26	2508.0	2459.0	33.0	283.0	4.0	9.0	112.0	28.0	6.0	572.0	2468.1
Российская Федерация	Всего; персонал	в том числе:  руководящий персонал - всего / 02	33810.0	32785.0	1964.0	6380.0	51.0	1293.0	3699.0	638.0	139.0	19551.0	33325.2
Российская Федерация	Всего; персонал	в том числе: деканы факультетов / 10	2424.0	2424.0	613.0	1684.0	3.0	385.0	1492.0	0.0	0.0	1239.0	2376.2
Российская Федерация	Всего; персонал	графические и мультимедийные дизайнеры / 31	613.0	522.0	2.0	9.0	0.0	2.0	4.0	29.0	21.0	381.0	563.2
Российская Федерация	Всего; персонал	директор филиала / 06	542.0	542.0	101.0	330.0	2.0	54.0	225.0	0.0	0.0	247.0	537.3
Российская Федерация	Всего; персонал	директора институтов / 12	1032.0	1032.0	401.0	607.0	10.0	237.0	581.0	0.0	0.0	468.0	1015.6
Российская Федерация	Всего; персонал	доценты / 14	108775.0	108755.0	1196.0	102505.0	402.0	193.0	59107.0	0.0	0.0	67653.0	98034.3
Российская Федерация	Всего; персонал	заведующие кафедрами / 11	15039.0	15035.0	6979.0	7669.0	24.0	4890.0	9237.0	0.0	0.0	7356.0	14537.7
Российская Федерация	Всего; персонал	из них профессорско-преподавательский состав,  осуществляющий образовательную деятельность  по образовательным программам высшего образования -  программам бакалавриата, специалитета, магистратуры  (сумма строк 10-17) / 09	212827.0	212787.0	32315.0	123316.0	657.0	19998.0	81130.0	0.0	1.0	125844.0	187871.9
Российская Федерация	Всего; персонал	из них:  ректор / 03	690.0	690.0	372.0	277.0	7.0	281.0	295.0	0.0	0.0	175.0	721.3
Российская Федерация	Всего; персонал	инженерно-технический персонал / 20	39071.0	31349.0	106.0	1567.0	22.0	48.0	279.0	2823.0	744.0	16073.0	32305.5
